library,family,test,target,statistic,pvalue,note
statsmodels,unitroot,zivot_andrews_price,GARI,-4.588164442355253,0.0950116985035277,break_at=206
statsmodels,unitroot,adf_price,RCRI,-2.4424932879994024,0.13010029639693133,
statsmodels,unitroot,adf_return,RCRI,-20.861648945780765,0.0,
statsmodels,unitroot,kpss_price,RCRI,1.8063451612923216,0.01,
statsmodels,unitroot,range_unitroot_price,RCRI,1.3416407864998738,0.1,
statsmodels,unitroot,zivot_andrews_price,RCRI,-3.9406015094767097,0.38781264788692227,break_at=235
statsmodels,unitroot,adf_price,ACIX,-1.9918258211356223,0.29016865310834894,
statsmodels,unitroot,adf_return,ACIX,-21.085023108184487,0.0,
statsmodels,unitroot,kpss_price,ACIX,1.3449528105781823,0.01,
statsmodels,unitroot,range_unitroot_price,ACIX,1.6994116628998401,0.9,
statsmodels,unitroot,zivot_andrews_price,ACIX,-3.8231388295993756,0.46384115478036436,break_at=389
statsmodels,unitroot,adf_price,CCNS,-1.3039119678531381,0.6273806885598531,
statsmodels,unitroot,adf_return,CCNS,-22.53562540504201,0.0,
statsmodels,unitroot,kpss_price,CCNS,2.4157873383502517,0.01,
statsmodels,unitroot,range_unitroot_price,CCNS,1.8782971010998233,0.9,
statsmodels,unitroot,zivot_andrews_price,CCNS,-3.1697953817080253,0.853118686724217,break_at=319
statsmodels,unitroot,adf_price,MTNS,-3.450641523982071,0.009348985576780378,
statsmodels,unitroot,adf_return,MTNS,-22.40931775050067,0.0,
statsmodels,unitroot,kpss_price,MTNS,1.2679281860439375,0.01,
statsmodels,unitroot,range_unitroot_price,MTNS,1.296919426949878,0.1,
statsmodels,unitroot,zivot_andrews_price,MTNS,-4.5348517498182055,0.10922721789049086,break_at=294
statsmodels,unitroot,adf_price,IHOZ,-1.4850526016992212,0.5408922196494339,
statsmodels,unitroot,adf_return,IHOZ,-21.037951851257677,0.0,
statsmodels,unitroot,kpss_price,IHOZ,2.3796838210353854,0.01,
statsmodels,unitroot,range_unitroot_price,IHOZ,2.146625258399798,0.9,
statsmodels,unitroot,zivot_andrews_price,IHOZ,-3.437302276503722,0.7187478794325183,break_at=274
statsmodels,unitroot,adf_price,NAYO,-3.1247966898057067,0.024771719945897264,
statsmodels,unitroot,adf_return,NAYO,-9.382375204842935,6.901975041685247e-16,
statsmodels,unitroot,kpss_price,NAYO,1.4826930431203174,0.01,
statsmodels,unitroot,range_unitroot_price,NAYO,0.9838699100999074,0.01,
statsmodels,unitroot,zivot_andrews_price,NAYO,-4.757727217615324,0.05985458684846175,break_at=192
statsmodels,unitroot,adf_price,FWWG,-1.3705940146174078,0.596289736206606,
statsmodels,unitroot,adf_return,FWWG,-22.21286416845055,0.0,
statsmodels,unitroot,kpss_price,FWWG,3.1182043115835576,0.01,
statsmodels,unitroot,range_unitroot_price,FWWG,1.6546903033498443,0.9,
statsmodels,unitroot,zivot_andrews_price,FWWG,-4.139701609134175,0.27040515482439476,break_at=306
statsmodels,unitroot,adf_price,EELT,-2.892518574960883,0.046224927910090405,
statsmodels,unitroot,adf_return,EELT,-10.923178725732168,1.0257122158454878e-19,
statsmodels,unitroot,kpss_price,EELT,1.301894824910172,0.01,
statsmodels,unitroot,range_unitroot_price,EELT,1.073312629199899,0.025,
statsmodels,unitroot,zivot_andrews_price,EELT,-4.441432986822007,0.13807458126000038,break_at=357
statsmodels,unitroot,adf_price,HRND,-0.06492617688190462,0.952821889602995,
statsmodels,unitroot,adf_return,HRND,-22.32232663400156,0.0,
statsmodels,unitroot,kpss_price,HRND,2.1141990768590624,0.01,
statsmodels,unitroot,range_unitroot_price,HRND,3.3541019662496843,0.95,
statsmodels,unitroot,zivot_andrews_price,HRND,-4.736872913887546,0.06373633499226675,break_at=90
statsmodels,unitroot,adf_price,AETS,-2.268356280071968,0.1823768436445995,
statsmodels,unitroot,adf_return,AETS,-23.032616880414423,0.0,
statsmodels,unitroot,kpss_price,AETS,0.5754631365251743,0.024866987588620514,
statsmodels,unitroot,range_unitroot_price,AETS,1.4310835055998654,0.9,
statsmodels,unitroot,zivot_andrews_price,AETS,-4.069998437964001,0.3095991055652379,break_at=339
statsmodels,unitroot,adf_price,ULXY,-2.754394278529504,0.06508928656319607,
statsmodels,unitroot,adf_return,ULXY,-17.846648374832768,3.0910648587751983e-30,
statsmodels,unitroot,kpss_price,ULXY,0.2270740359029356,0.1,
statsmodels,unitroot,range_unitroot_price,ULXY,1.2074767078498865,0.05,
statsmodels,unitroot,zivot_andrews_price,ULXY,-3.6220270858425567,0.5995030540019716,break_at=281
statsmodels,unitroot,adf_price,BLBT,-1.3193586518674514,0.6202698307623036,
statsmodels,unitroot,adf_return,BLBT,-23.92707173460272,0.0,
statsmodels,unitroot,kpss_price,BLBT,3.34466566898556,0.01,
statsmodels,unitroot,range_unitroot_price,BLBT,2.370232056149777,0.9,
statsmodels,unitroot,zivot_andrews_price,BLBT,-4.487692389187585,0.1231172275013003,break_at=127
statsmodels,unitroot,adf_price,BENI,-3.3653611566833717,0.012197932188240116,
statsmodels,unitroot,adf_return,BENI,-21.452215378424107,0.0,
statsmodels,unitroot,kpss_price,BENI,2.186144085613877,0.01,
statsmodels,unitroot,range_unitroot_price,BENI,1.520526224699857,0.9,
statsmodels,unitroot,zivot_andrews_price,BENI,-3.9889805384556145,0.35874614113809344,break_at=139
statsmodels,unitroot,adf_price,ITPA,-2.200071245190052,0.2062195999751747,
statsmodels,unitroot,adf_return,ITPA,-21.310031943662366,0.0,
statsmodels,unitroot,kpss_price,ITPA,1.8621534674770974,0.01,
statsmodels,unitroot,range_unitroot_price,ITPA,2.0124611797498106,0.9,
statsmodels,unitroot,zivot_andrews_price,ITPA,-3.429432533178499,0.7234801363929653,break_at=412
statsmodels,unitroot,adf_price,HTRK,-2.3179624453867103,0.16624015148293553,
statsmodels,unitroot,adf_return,HTRK,-23.555794729618782,0.0,
statsmodels,unitroot,kpss_price,HTRK,0.7700430610716235,0.01,
statsmodels,unitroot,range_unitroot_price,HTRK,1.1627553482998907,0.025,
statsmodels,unitroot,zivot_andrews_price,HTRK,-3.9202898031399034,0.4003142287564723,break_at=100
statsmodels,unitroot,adf_price,NGTE,-0.4553730759511898,0.9004348995297891,
statsmodels,unitroot,adf_return,NGTE,-23.49473721786809,0.0,
statsmodels,unitroot,kpss_price,NGTE,0.9599422230835822,0.01,
statsmodels,unitroot,range_unitroot_price,NGTE,2.593838853899756,0.9,
statsmodels,unitroot,zivot_andrews_price,NGTE,-3.294205061874831,0.7983626675115003,break_at=179
statsmodels,unitroot,adf_price,ILVX,-1.3557317804184417,0.6033054059662949,
statsmodels,unitroot,adf_return,ILVX,-20.77737673423556,0.0,
statsmodels,unitroot,kpss_price,ILVX,2.7726251269005746,0.01,
statsmodels,unitroot,range_unitroot_price,ILVX,2.057182539299806,0.9,
statsmodels,unitroot,zivot_andrews_price,ILVX,-3.361050546421813,0.7628858155069459,break_at=404
statsmodels,unitroot,adf_price,FCSG,-1.8152268943373757,0.3729285961738644,
statsmodels,unitroot,adf_return,FCSG,-21.422129564192762,0.0,
statsmodels,unitroot,kpss_price,FCSG,2.768648719385692,0.01,
statsmodels,unitroot,range_unitroot_price,FCSG,1.520526224699857,0.9,
statsmodels,unitroot,zivot_andrews_price,FCSG,-3.681369695635233,0.5601177761858693,break_at=416
statsmodels,unitroot,adf_price,FARS,-2.593032496332056,0.0944458765081278,
statsmodels,unitroot,adf_return,FARS,-23.63164029216789,0.0,
statsmodels,unitroot,kpss_price,FARS,3.456611661126515,0.01,
statsmodels,unitroot,range_unitroot_price,FARS,2.817445651649735,0.9,
statsmodels,unitroot,zivot_andrews_price,FARS,-4.122566327698802,0.27967534457430654,break_at=348
statsmodels,unitroot,adf_price,MHRM,-0.825708022847208,0.8114536592502138,
statsmodels,unitroot,adf_return,MHRM,-23.596943255263024,0.0,
statsmodels,unitroot,kpss_price,MHRM,3.242034137186716,0.01,
statsmodels,unitroot,range_unitroot_price,MHRM,2.7727242920997393,0.9,
statsmodels,unitroot,zivot_andrews_price,MHRM,-4.533229284011905,0.1097050883565313,break_at=130
statsmodels,unitroot,adf_price,EAFC,-0.9424522113332217,0.773671146025597,
statsmodels,unitroot,adf_return,EAFC,-12.652106777382626,1.3612825484831534e-23,
statsmodels,unitroot,kpss_price,EAFC,3.182626238270957,0.01,
statsmodels,unitroot,range_unitroot_price,EAFC,2.9068883707497264,0.9,
statsmodels,unitroot,zivot_andrews_price,EAFC,-5.446840290931966,0.005070125201563459,break_at=110
statsmodels,autocorr,ljungbox_lag1,ALGO,0.024191090987261427,0.8763996782902751,
statsmodels,autocorr,boxpierce_lag1,ALGO,0.024046234155002375,0.8767673291918286,
statsmodels,autocorr,ljungbox_lag2,ALGO,2.421644039651631,0.2979522560750167,
statsmodels,autocorr,boxpierce_lag2,ALGO,2.402357841911872,0.3008393369698273,
statsmodels,autocorr,ljungbox_lag3,ALGO,2.943822164557662,0.4003680404910668,
statsmodels,autocorr,boxpierce_lag3,ALGO,2.919324608285907,0.4042317163935596,
statsmodels,autocorr,ljungbox_lag5,ALGO,4.97310591652337,0.4191712009684311,
statsmodels,autocorr,boxpierce_lag5,ALGO,4.921655288237023,0.425516196908979,
statsmodels,autocorr,ljungbox_lag10,ALGO,8.327073770690356,0.5969221132581289,
statsmodels,autocorr,boxpierce_lag10,ALGO,8.209428656939489,0.6083884528667591,
statsmodels,autocorr,ljungbox_lag20,ALGO,22.518432255168737,0.31305405159835165,
statsmodels,autocorr,boxpierce_lag20,ALGO,21.928300665544185,0.3444138907758656,
statsmodels,autocorr,durbin_watson,ALGO,1.9800383961685417,,
statsmodels,autocorr,breusch_godfrey,ALGO,5.4548156351102985,0.3629259532497566,
statsmodels,autocorr,ljungbox_lag1,AENO,0.48887891512248616,0.4844278213429787,
statsmodels,autocorr,boxpierce_lag1,AENO,0.48595149646905816,0.4857388288697744,
statsmodels,autocorr,ljungbox_lag2,AENO,2.554216540318857,0.2788424728211105,
statsmodels,autocorr,boxpierce_lag2,AENO,2.5347994001069747,0.28156281848284254,
statsmodels,autocorr,ljungbox_lag3,AENO,3.1571666633799063,0.368022164364979,
statsmodels,autocorr,boxpierce_lag3,AENO,3.1317320568700096,0.37175724221159484,
statsmodels,autocorr,ljungbox_lag5,AENO,5.420306009500697,0.366763767135452,
statsmodels,autocorr,boxpierce_lag5,AENO,5.365405239346121,0.3729304496543674,
statsmodels,autocorr,ljungbox_lag10,AENO,12.00037337028105,0.28503151279940664,
statsmodels,autocorr,boxpierce_lag10,AENO,11.803923693782258,0.2983935258244024,
statsmodels,autocorr,ljungbox_lag20,AENO,29.442932846427574,0.07939706476099243,
statsmodels,autocorr,boxpierce_lag20,AENO,28.6525043793108,0.09483054728312437,
statsmodels,autocorr,durbin_watson,AENO,1.9236695140369144,,
statsmodels,autocorr,breusch_godfrey,AENO,4.882991912691255,0.4303264156721752,
statsmodels,autocorr,ljungbox_lag1,LSST,0.05859779032052984,0.8087260748836941,
statsmodels,autocorr,boxpierce_lag1,LSST,0.05824690534855062,0.8092885451748115,
statsmodels,autocorr,ljungbox_lag2,LSST,0.1459744803355199,0.9296126916521101,
statsmodels,autocorr,boxpierce_lag2,LSST,0.14492597707998786,0.9301001703884964,
statsmodels,autocorr,ljungbox_lag3,LSST,4.5487819156219045,0.2079801069717875,
statsmodels,autocorr,boxpierce_lag3,LSST,4.503793218401439,0.21195219039054725,
statsmodels,autocorr,ljungbox_lag5,LSST,5.936922077856838,0.3124051519066682,
statsmodels,autocorr,boxpierce_lag5,LSST,5.872598459232521,0.31881372869258323,
statsmodels,autocorr,ljungbox_lag10,LSST,8.717045106269936,0.5591510675324989,
statsmodels,autocorr,boxpierce_lag10,LSST,8.58916209782879,0.5714857018171932,
statsmodels,autocorr,ljungbox_lag20,LSST,20.596591469225675,0.4212089882516816,
statsmodels,autocorr,boxpierce_lag20,LSST,20.060742071784134,0.45413580969641354,
statsmodels,autocorr,durbin_watson,LSST,1.9762045230862562,,
statsmodels,autocorr,breusch_godfrey,LSST,5.758927636507842,0.33038748415105423,
statsmodels,autocorr,ljungbox_lag1,SRNA,0.3744380471661115,0.5405950348244561,
statsmodels,autocorr,boxpierce_lag1,SRNA,0.37219590317110485,0.541809739155847,
statsmodels,autocorr,ljungbox_lag2,SRNA,3.107785676263264,0.21142333295897278,
statsmodels,autocorr,boxpierce_lag2,SRNA,3.0837203975050063,0.2139826806553437,
statsmodels,autocorr,ljungbox_lag3,SRNA,9.73941884976702,0.020916129849520192,
statsmodels,autocorr,boxpierce_lag3,SRNA,9.64916960720134,0.021796268995818522,
statsmodels,autocorr,ljungbox_lag5,SRNA,10.203816651669355,0.06966192700117117,
statsmodels,autocorr,boxpierce_lag5,SRNA,10.107720943378787,0.07223992838712599,
statsmodels,autocorr,ljungbox_lag10,SRNA,17.389858125642427,0.06617037736030568,
statsmodels,autocorr,boxpierce_lag10,SRNA,17.157570329507454,0.07094925566908371,
statsmodels,autocorr,ljungbox_lag20,SRNA,28.80850233951597,0.09159903311814575,
statsmodels,autocorr,boxpierce_lag20,SRNA,28.20446500515036,0.10464692609288555,
statsmodels,autocorr,durbin_watson,SRNA,1.9347219543073646,,
statsmodels,autocorr,breusch_godfrey,SRNA,8.953534949243098,0.11093190691018373,
statsmodels,autocorr,ljungbox_lag1,ELLT,0.7628825093654185,0.38242795144762376,
statsmodels,autocorr,boxpierce_lag1,ELLT,0.7583143506267034,0.38385655761921533,
statsmodels,autocorr,ljungbox_lag2,ELLT,3.5046517921880254,0.17337023299042273,
statsmodels,autocorr,boxpierce_lag2,ELLT,3.478193259933761,0.17567903212780403,
statsmodels,autocorr,ljungbox_lag3,ELLT,3.5053845464956743,0.32006443438214394,
statsmodels,autocorr,boxpierce_lag3,ELLT,3.4789187013241674,0.3235066049212197,
statsmodels,autocorr,ljungbox_lag5,ELLT,5.809724487166103,0.3251760780875764,
statsmodels,autocorr,boxpierce_lag5,ELLT,5.755613251300968,0.33072973249001253,
statsmodels,autocorr,ljungbox_lag10,ELLT,12.952703670070886,0.22632824572854396,
statsmodels,autocorr,boxpierce_lag10,ELLT,12.745962531692077,0.2382242086820141,
statsmodels,autocorr,ljungbox_lag20,ELLT,20.803942775180804,0.4087521332497142,
statsmodels,autocorr,boxpierce_lag20,ELLT,20.324165463701668,0.4378228192187224,
statsmodels,autocorr,durbin_watson,ELLT,1.9170296978823105,,
statsmodels,autocorr,breusch_godfrey,ELLT,5.451171360197295,0.3633298309915425,
statsmodels,autocorr,ljungbox_lag1,AMRP,1.6019632040312484,0.205625217863909,
statsmodels,autocorr,boxpierce_lag1,AMRP,1.5923706099951331,0.20698776651918505,
statsmodels,autocorr,ljungbox_lag2,AMRP,5.324688315677121,0.06978444410767255,
statsmodels,autocorr,boxpierce_lag2,AMRP,5.285373365460201,0.0711698017876168,
statsmodels,autocorr,ljungbox_lag3,AMRP,5.324708718151765,0.14950709122061578,
statsmodels,autocorr,boxpierce_lag3,AMRP,5.285393564317333,0.15205299345392503,
statsmodels,autocorr,ljungbox_lag5,AMRP,6.909619379997061,0.227449281259123,
statsmodels,autocorr,boxpierce_lag5,AMRP,6.850955850210377,0.23196299900369344,
statsmodels,autocorr,ljungbox_lag10,AMRP,12.868021883078942,0.23114477828340402,
statsmodels,autocorr,boxpierce_lag10,AMRP,12.709737762969413,0.24035650376402062,
statsmodels,autocorr,ljungbox_lag20,AMRP,26.69579858728737,0.1440414441784669,
statsmodels,autocorr,boxpierce_lag20,AMRP,26.043030767478225,0.1643953998939384,
statsmodels,autocorr,durbin_watson,AMRP,1.8795841406433875,,
statsmodels,autocorr,breusch_godfrey,AMRP,6.959164110396789,0.2236950848189274,
statsmodels,autocorr,ljungbox_lag1,OTCS,0.2388910441690657,0.6250082107902559,
