library,family,test,target,statistic,pvalue,note,q_bh,sig_raw,sig_bh,sig_bonf
statsmodels,unitroot,adf_return,IHOZ,-21.03795185125768,0.0,,1.0373684210526317e-298,True,True,True
scipy,trend,linregress_slope,NPCK,-0.020142166008664,2.449502314368534e-236,r2=0.885,2.4758815700617338e-234,True,True,True
scipy,trend,linregress_slope,GARI,-0.0155206067224268,5.47801634743227e-227,r2=0.875,5.398585110394502e-225,True,True,True
scipy,trend,linregress_slope,BLBT,-0.0319726451705806,2.9402321787070435e-197,r2=0.835,2.82692567035687e-195,True,True,True
scipy,trend,linregress_slope,FARS,-0.0554449281797127,8.241331926338364e-196,r2=0.833,7.735078679434723e-194,True,True,True
scipy,trend,linregress_slope,AGVF,-0.1287647928191712,1.7053919973199898e-176,r2=0.801,1.5634081984733489e-174,True,True,True
scipy,trend,linregress_slope,MSDP,-0.0315016807267229,6.3198042426833766e-170,r2=0.788,5.66197007378588e-168,True,True,True
scipy,trend,linregress_slope,MHRM,-0.0193221230484921,6.383553685161749e-163,r2=0.774,5.5919930282016925e-161,True,True,True
scipy,trend,linregress_slope,OTCS,0.0352567866271465,7.760119051236606e-159,r2=0.765,6.650084630429283e-157,True,True,True
scipy,trend,linregress_slope,EAFC,-0.0408870997083988,7.798083330009532e-157,r2=0.761,6.54043499721225e-155,True,True,True
scipy,trend,linregress_slope,FWWG,-0.0213991479965919,5.792310648288948e-149,r2=0.743,4.756935119907299e-147,True,True,True
scipy,trend,linregress_slope,AENO,-0.1357439943359773,4.548447972727404e-136,r2=0.710,3.6591799813247807e-134,True,True,True
scipy,dist_fit,ks_genhyperbolic,ALUT,0.531228905764399,5.774551815069323e-132,,4.552656651000655e-130,True,True,True
scipy,trend,linregress_slope,RRES,0.0561610660842643,7.459716384232083e-131,r2=0.696,5.765921958165269e-129,True,True,True
scipy,trend,linregress_slope,HUXZ,-0.0772473003492014,2.4295757629794804e-126,r2=0.683,1.8418053187817524e-124,True,True,True
scipy,dist_fit,ks_genhyperbolic,OTCS,0.5157670543864815,7.7308673358199e-124,,5.750014912792839e-122,True,True,True
scipy,trend,linregress_slope,SRTX,-0.2312327889311557,1.3847718310274375e-119,r2=0.663,1.0108834366500295e-117,True,True,True
scipy,trend,linregress_slope,CUBO,0.1160555165420661,8.622629339811324e-116,r2=0.651,6.1800736104611346e-114,True,True,True
scipy,trend,linregress_slope,ACAC,-0.0638309188436753,1.6019638807312726e-114,r2=0.646,1.1276681460433352e-112,True,True,True
scipy,trend,linregress_slope,NWIG,-0.1392546578186312,6.441635720081297e-110,r2=0.631,4.454899650624645e-108,True,True,True
scipy,trend,linregress_slope,FCSG,0.0264246826587306,3.1619301866265444e-104,r2=0.611,2.1490222061520412e-102,True,True,True
scipy,trend,linregress_slope,ANSO,0.0518234778539114,5.273872732096887e-103,r2=0.607,3.5236620864281236e-101,True,True,True
scipy,trend,linregress_slope,CCNS,-0.0165672168288673,1.9518999182372128e-101,r2=0.601,1.282398246281849e-99,True,True,True
scipy,trend,linregress_slope,AMRP,-0.018850038760155,8.043507159047794e-101,r2=0.599,5.197951675568263e-99,True,True,True
scipy,trend,linregress_slope,ILVX,0.0459358621434485,1.650124401256811e-96,r2=0.582,1.0491597402829596e-94,True,True,True
scipy,trend,linregress_slope,ALUT,-0.0116690842763371,7.555931608923857e-95,r2=0.576,4.727854349583785e-93,True,True,True
scipy,trend,linregress_slope,SPLZ,-0.0800771771087084,2.8545039963171e-89,r2=0.554,1.758196055231564e-87,True,True,True
scipy,trend,linregress_slope,SMAH,0.0631641860967443,6.300272226521941e-86,r2=0.540,3.820872787222999e-84,True,True,True
scipy,trend,linregress_slope,IHOZ,-0.0869818919275677,1.5423974290352326e-82,r2=0.525,9.212319189783162e-81,True,True,True
scipy,trend,linregress_slope,MMBT,0.2085011613646454,1.715825765854629e-82,r2=0.525,1.0095201744774549e-80,True,True,True
scipy,trend,linregress_slope,BENI,-0.0084995091980367,3.934479365449807e-74,r2=0.487,2.280840832147521e-72,True,True,True
scipy,trend,linregress_slope,DUCT,-0.0194389732758931,5.709132739145477e-73,r2=0.481,3.2616523561900684e-71,True,True,True
scipy,trend,linregress_slope,RTTH,-0.0242841193764775,5.830472319581836e-71,r2=0.471,3.2833888405416566e-69,True,True,True
scipy,dist_fit,ks_genhyperbolic,EAFC,0.3647294589178356,5.286941907441097e-60,,2.9353697181877193e-58,True,True,True
scipy,trend,linregress_slope,HRND,-0.0321590111960447,9.14787046244553e-54,r2=0.381,5.008459078188928e-52,True,True,True
scipy,trend,linregress_slope,RCRI,-0.0313291680366721,9.977161348595432e-52,r2=0.369,5.387667128241534e-50,True,True,True
scipy,corr_vsMKT,pearson,ILVX,0.6021343476608707,1.4945995289893178e-50,,7.961772085507961e-49,True,True,True
scipy,trend,linregress_slope,SRNA,-0.0938829731318925,2.005330117210859e-49,r2=0.355,1.0540015096060276e-47,True,True,True
scipy,corr_vsALGO,pearson,ILVX,0.5900418852769107,3.9521816234038356e-48,,2.049934205191832e-46,True,True,True
scipy,corr_vsMKT,spearman,ILVX,0.5870132554265155,1.540448533387521e-47,,7.886296257939751e-46,True,True,True
scipy,corr_vsALGO,spearman,ILVX,0.5726611365054122,8.028880428598386e-45,,4.057672647376262e-43,True,True,True
scipy,corr_vsMKT,kendall,ILVX,0.4178718883550232,3.0214910415925e-44,,1.507685783032612e-42,True,True,True
scipy,trend,linregress_slope,NAYO,-0.0146092568370273,1.3631931257084816e-43,r2=0.320,6.717134126928543e-42,True,True,True
scipy,trend,linregress_slope,ITPA,0.0091396090384361,8.51547883457751e-43,r2=0.315,4.1441996994943885e-41,True,True,True
scipy,corr_vsALGO,kendall,ILVX,0.4068426835012108,4.952381678563575e-42,,2.38076689962166e-40,True,True,True
scipy,trend,linregress_slope,CTGI,0.064003414253657,1.3509579479912291e-39,r2=0.294,6.416236422869187e-38,True,True,True
scipy,dist_fit,ks_genhyperbolic,MHRM,0.2965931863727455,2.0925046691071767e-39,,9.819825482881536e-38,True,True,True
scipy,corr_vsMKT,pearson,BENI,0.5413789667989523,2.425334555495678e-39,,1.1247845667957604e-37,True,True,True
scipy,corr_vsMKT,spearman,DUCT,0.5385739810046141,7.054699265908144e-39,,3.2336772681639425e-37,True,True,True
scipy,corr_vsMKT,pearson,DUCT,0.535670823218857,2.107897119529278e-38,,9.550954534694729e-37,True,True,True
scipy,corr_vsMKT,spearman,BLBT,0.5352069283644381,2.5083141744606084e-38,,1.1236107358776954e-36,True,True,True
scipy,corr_vsMKT,pearson,GARI,0.5343113244159119,3.50651317291799e-38,,1.553109542431766e-36,True,True,True
scipy,corr_vsMKT,spearman,BENI,0.5339718177413939,3.9802983378849596e-38,,1.7433706719936123e-36,True,True,True
scipy,corr_vsMKT,pearson,CUBO,0.5301480812767325,1.64256517231947e-37,,7.1153757244872e-36,True,True,True
scipy,trend,linregress_slope,MTNS,-0.0051031821727286,2.010781782255427e-37,r2=0.280,8.615762810490101e-36,True,True,True
scipy,corr_vsALGO,spearman,BLBT,0.529534669664283,2.0584985354590915e-37,,8.725377663204021e-36,True,True,True
scipy,corr_vsMKT,pearson,BLBT,0.528462864687025,3.050373030518288e-37,,1.2792096262024566e-35,True,True,True
scipy,corr_vsALGO,spearman,DUCT,0.5264357919048805,6.393276970771058e-37,,2.6528734546083697e-35,True,True,True
scipy,corr_vsALGO,pearson,BENI,0.5260925187764955,7.243213884976127e-37,,2.974244701518322e-35,True,True,True
scipy,corr_vsMKT,pearson,SRNA,0.5238691219158703,1.6201016673346603e-36,,6.583959559415702e-35,True,True,True
scipy,corr_vsALGO,pearson,CUBO,0.5231704318959406,2.0838798901112308e-36,,8.382300537569869e-35,True,True,True
scipy,corr_vsALGO,pearson,BLBT,0.522108121249767,3.052223205383981e-36,,1.215339785416531e-34,True,True,True
scipy,corr_vsALGO,pearson,DUCT,0.5217759714972396,3.4381032029627706e-36,,1.3418814679286378e-34,True,True,True
scipy,corr_vsALGO,spearman,BENI,0.5217902984688779,3.4205027341335796e-36,,1.3418814679286378e-34,True,True,True
scipy,corr_vsMKT,spearman,CUBO,0.5213960451022526,3.939023225237319e-36,,1.5223166229299522e-34,True,True,True
scipy,corr_vsMKT,kendall,DUCT,0.374456108773099,7.470892874893563e-36,,2.8592485158087793e-34,True,True,True
scipy,corr_vsALGO,pearson,GARI,0.5194088736152043,8.000834419591059e-36,,3.032623969425765e-34,True,True,True
scipy,corr_vsMKT,kendall,BENI,0.3732954529571367,1.2030078293264082e-35,,4.5164351078140015e-34,True,True,True
scipy,corr_vsMKT,spearman,GARI,0.517559844272629,1.5405313930500534e-35,,5.729032784342746e-34,True,True,True
scipy,corr_vsMKT,kendall,BLBT,0.3715069861362371,2.472169937010072e-35,,9.107751300648321e-34,True,True,True
scipy,corr_vsMKT,spearman,SRNA,0.5160722408672768,2.6021031961342896e-35,,9.497676665890157e-34,True,True,True
scipy,corr_vsALGO,spearman,CUBO,0.5139711243181447,5.431999368788255e-35,,1.9644900469507617e-33,True,True,True
scipy,corr_vsALGO,pearson,SRNA,0.5124914435424035,9.093398799066568e-35,,3.258743460538219e-33,True,True,True
scipy,corr_vsALGO,kendall,BLBT,0.3683484042072432,9.188936549096208e-35,,3.263314223111464e-33,True,True,True
scipy,trend,linregress_slope,DIHO,-0.004071226524906,1.8250311682079643e-34,r2=0.260,6.423457915246245e-33,True,True,True
scipy,corr_vsMKT,pearson,FWWG,0.5096504873087403,2.428239507183968e-34,,8.470902776388674e-33,True,True,True
scipy,corr_vsALGO,kendall,DUCT,0.3651462090638786,3.55699447955613e-34,,1.2299712489833566e-32,True,True,True
scipy,corr_vsMKT,spearman,ITPA,0.5082841830833152,3.881645971946882e-34,,1.3305607322969226e-32,True,True,True
scipy,corr_vsALGO,kendall,BENI,0.362311788780338,1.11984477478962e-33,,3.8055414674316225e-32,True,True,True
scipy,corr_vsMKT,kendall,CUBO,0.3620494000048289,1.208215505457498e-33,,4.070756856849109e-32,True,True,True
scipy,corr_vsALGO,spearman,ITPA,0.5044000182168453,1.4560123470747845e-33,,4.8640683662447467e-32,True,True,True
scipy,corr_vsMKT,pearson,IHOZ,0.5036508309964217,1.8752650912579284e-33,,6.212012596419121e-32,True,True,True
scipy,corr_vsALGO,spearman,GARI,0.5034842221279614,1.9836516825457534e-33,,6.516295777162801e-32,True,True,True
scipy,corr_vsMKT,pearson,MSDP,0.5005762429106798,5.2629954818827065e-33,,1.714605635502614e-31,True,True,True
scipy,corr_vsALGO,spearman,SRNA,0.5002756839245438,5.818359417863556e-33,,1.8799977725588637e-31,True,True,True
scipy,corr_vsMKT,spearman,FWWG,0.5002197649370479,5.927908834028925e-33,,1.899822489735124e-31,True,True,True
scipy,corr_vsALGO,pearson,FWWG,0.5001650988928039,6.036977079444799e-33,,1.9191744876751129e-31,True,True,True
scipy,corr_vsALGO,kendall,CUBO,0.3577479185287601,6.880200851737034e-33,,2.169740140603791e-31,True,True,True
scipy,corr_vsMKT,kendall,SRNA,0.3574619117753579,7.704093739628845e-33,,2.4102807556838817e-31,True,True,True
scipy,corr_vsMKT,pearson,ACIX,0.4991954495369153,8.337377955459643e-33,,2.5878695984584186e-31,True,True,True
scipy,corr_vsMKT,spearman,MSDP,0.4980708365645193,1.2108372107878162e-32,,3.729000222598103e-31,True,True,True
scipy,corr_vsMKT,kendall,GARI,0.3555521574074899,1.658301377588031e-32,,5.0674604887224955e-31,True,True,True
scipy,corr_vsMKT,pearson,ITPA,0.4969985667203463,1.725997425895443e-32,,5.233755271446028e-31,True,True,True
scipy,corr_vsMKT,pearson,HTRK,0.4950145837713915,3.314849879354837e-32,,9.974914675127303e-31,True,True,True
scipy,corr_vsMKT,pearson,EAFC,0.4942626969287105,4.240249999846907e-32,,1.2662928408633719e-30,True,True,True
scipy,corr_vsALGO,spearman,FWWG,0.4939810187977396,4.64923314419699e-32,,1.3779907559717696e-30,True,True,True
scipy,corr_vsALGO,pearson,ACIX,0.4934016079532982,5.617247733523331e-32,,1.652476907876789e-30,True,True,True
scipy,corr_vsMKT,pearson,AENO,0.4933069090980262,5.793406189786601e-32,,1.6916746074176875e-30,True,True,True
scipy,corr_vsMKT,pearson,SRTX,0.4917454049063758,9.626252446454342e-32,,2.7901975841119867e-30,True,True,True
scipy,corr_vsMKT,kendall,ITPA,0.350674548502032,1.1682243804801274e-31,,3.3614164290895346e-30,True,True,True
scipy,corr_vsALGO,pearson,ITPA,0.4904733313015462,1.4530085223463655e-31,,4.150550431224183e-30,True,True,True
scipy,corr_vsMKT,pearson,MTNS,0.4895098379718892,1.982461184288662e-31,,5.622202869399932e-30,True,True,True
scipy,corr_vsALGO,kendall,ITPA,0.3483041638672908,2.965789430506875e-31,,8.350815667898645e-30,True,True,True
scipy,corr_vsALGO,kendall,SRNA,0.3470436501003405,4.75379365365782e-31,,1.3290393321077395e-29,True,True,True
scipy,corr_vsALGO,pearson,HTRK,0.4852696819976692,7.690734184621184e-31,,2.134991137730754e-29,True,True,True
scipy,corr_vsALGO,pearson,SRTX,0.4849511766903378,8.508679406957064e-31,,2.345539456099633e-29,True,True,True
scipy,corr_vsALGO,kendall,GARI,0.3452946739398972,9.403274004648086e-31,,2.574146258772414e-29,True,True,True
scipy,corr_vsALGO,pearson,IHOZ,0.4839689769659324,1.1612689909597876e-30,,3.1570499050782643e-29,True,True,True
scipy,corr_vsMKT,kendall,FWWG,0.3436810845787926,1.7583064592632532e-30,,4.7474274400107837e-29,True,True,True
scipy,corr_vsMKT,pearson,SPLZ,0.4821183793803416,2.080842875402833e-30,,5.580056200570047e-29,True,True,True
statsmodels,unitroot,adf_return,ACAC,-18.437662929303816,2.1635781938238595e-30,,5.76271975679301e-29,True,True,True
statsmodels,unitroot,adf_return,ULXY,-17.846648374832768,3.0910648587751983e-30,,8.17783736462539e-29,True,True,True
scipy,corr_vsALGO,pearson,MSDP,0.48002050490396,4.0135654650075775e-30,,1.0547650042039915e-28,True,True,True
scipy,corr_vsMKT,kendall,MSDP,0.3414683248094795,4.15806753886988e-30,,1.0855034594851038e-28,True,True,True
scipy,corr_vsMKT,pearson,ACAC,0.4796590953960605,4.49241384659172e-30,,1.1650720646884578e-28,True,True,True
scipy,corr_vsALGO,spearman,MSDP,0.4792458694177159,5.109469453420458e-30,,1.3164397768224474e-28,True,True,True
scipy,corr_vsMKT,spearman,IHOZ,0.4786167032860902,6.213488441524749e-30,,1.5904916517201664e-28,True,True,True
scipy,corr_vsMKT,pearson,NGTE,0.4782179066368621,7.032277568538409e-30,,1.7884669790437683e-28,True,True,True
scipy,corr_vsALGO,pearson,NGTE,0.4781105609448505,7.270342504856819e-30,,1.8371596252657425e-28,True,True,True
scipy,corr_vsALGO,pearson,AENO,0.4780882214714793,7.320879027990778e-30,,1.838146823461124e-28,True,True,True
scipy,corr_vsMKT,spearman,ACIX,0.4776883666427357,8.286525959821405e-30,,2.0674357806086064e-28,True,True,True
statsmodels,unitroot,adf_return,ALGO,-16.834672682524346,1.1506545200780736e-29,,2.8527547912879033e-28,True,True,True
scipy,corr_vsALGO,pearson,MTNS,0.4763839022023036,1.240008590141138e-29,,3.0550711639602286e-28,True,True,True
statsmodels,unitroot,adf_return,AMRP,-16.774684849089713,1.2785329218597705e-29,,3.1304203589883327e-28,True,True,True
scipy,corr_vsMKT,spearman,EAFC,0.4761450013980328,1.3347577707555326e-29,,3.2479105755051295e-28,True,True,True
statsmodels,unitroot,adf_return,ELLT,-16.687614400227243,1.4979003395300787e-29,,3.622529532777651e-28,True,True,True
scipy,corr_vsALGO,kendall,FWWG,0.3378016734475403,1.671449193271435e-29,,4.017593121875608e-28,True,True,True
scipy,corr_vsMKT,pearson,HUXZ,0.4752976349297276,1.7322987997002217e-29,,4.138619314192894e-28,True,True,True
scipy,corr_vsALGO,spearman,ACIX,0.4747978060178449,2.019570508323557e-29,,4.795871652898471e-28,True,True,True
scipy,corr_vsALGO,spearman,NGTE,0.4737496769140313,2.783797211637371e-29,,6.57109497501468e-28,True,True,True
scipy,corr_vsMKT,spearman,NGTE,0.4730363974463723,3.4610942472827675e-29,,8.121210430231352e-28,True,True,True
scipy,corr_vsMKT,spearman,AENO,0.471950165391023,4.8174106142965737e-29,,1.1236824048258635e-27,True,True,True
scipy,corr_vsMKT,spearman,ACAC,0.4696939903904193,9.537677040515929e-29,,2.21161899374787e-27,True,True,True
scipy,corr_vsMKT,kendall,IHOZ,0.3329309220851341,1.0408012490349775e-28,,2.3993207740911586e-27,True,True,True
scipy,corr_vsALGO,kendall,NGTE,0.3326143470075292,1.173934721597777e-28,,2.690494577057231e-27,True,True,True
scipy,corr_vsALGO,pearson,RRES,0.4687420429631209,1.2703951915990202e-28,,2.8947386388921026e-27,True,True,True
scipy,corr_vsMKT,kendall,NGTE,0.3320228087640212,1.4619863294203823e-28,,3.312155235962728e-27,True,True,True
scipy,corr_vsALGO,pearson,RCRI,0.4679072326598472,1.6322800534500706e-28,,3.676827411828673e-27,True,True,True
scipy,corr_vsMKT,pearson,RCRI,0.4674291035744066,1.883674740931008e-28,,4.2190033117897916e-27,True,True,True
scipy,corr_vsALGO,pearson,HUXZ,0.4672333169068518,1.997340868458171e-28,,4.448315086701757e-27,True,True,True
scipy,corr_vsMKT,spearman,SRTX,0.4670918704879638,2.08365433494329e-28,,4.614474937273286e-27,True,True,True
scipy,corr_vsALGO,pearson,SPLZ,0.4665083615576368,2.4804545568819347e-28,,5.462542940351166e-27,True,True,True
scipy,corr_vsMKT,kendall,EAFC,0.3298214834536508,3.329674170745004e-28,,7.29198643393156e-27,True,True,True
scipy,corr_vsALGO,pearson,ACAC,0.4653711149436067,3.480662153985835e-28,,7.580536028183515e-27,True,True,True
scipy,corr_vsMKT,spearman,HTRK,0.465311546871224,3.542853990412984e-28,,7.673588148465925e-27,True,True,True
scipy,corr_vsMKT,kendall,ACIX,0.3291075074698014,4.3790103845669595e-28,,9.43281909069014e-27,True,True,True
scipy,corr_vsMKT,spearman,SPLZ,0.464349035420238,4.714359698985701e-28,,1.01000032246748e-26,True,True,True
scipy,corr_vsALGO,kendall,MSDP,0.327732413087187,7.277640330373724e-28,,1.5507274693153092e-26,True,True,True
scipy,corr_vsALGO,pearson,EAFC,0.4622934208411892,8.651265702998567e-28,,1.8335101828613094e-26,True,True,True
scipy,corr_vsALGO,pearson,HETT,0.4620519553983396,9.288236173908079e-28,,1.9579800533446872e-26,True,True,True
scipy,corr_vsALGO,kendall,ACIX,0.3269140233975972,9.843514715879076e-28,,2.0639965430848573e-26,True,True,True
scipy,corr_vsMKT,spearman,MTNS,0.461787036898913,1.0040499675690071e-27,,2.0941613609296435e-26,True,True,True
scipy,corr_vsALGO,spearman,SRTX,0.4598023478090997,1.7955669727582522e-27,,3.725328950848964e-26,True,True,True
scipy,corr_vsMKT,kendall,AENO,0.3247378290717982,2.1504874977336663e-27,,4.438335976997965e-26,True,True,True
scipy,corr_vsMKT,pearson,HETT,0.4591266350182218,2.186620775075483e-27,,4.4894057788268516e-26,True,True,True
scipy,corr_vsMKT,kendall,HTRK,0.32463200142418,2.312177878106069e-27,,4.722593365540997e-26,True,True,True
scipy,corr_vsMKT,kendall,SRTX,0.3242549355739591,2.5647532917648587e-27,,5.211472925843852e-26,True,True,True
scipy,corr_vsALGO,spearman,IHOZ,0.4572776837798687,3.740674669980974e-27,,7.523336504625e-26,True,True,True
scipy,corr_vsALGO,spearman,HTRK,0.4572781662620772,3.7401522140752655e-27,,7.523336504625e-26,True,True,True
scipy,corr_vsMKT,pearson,NPCK,0.4567161500660206,4.4003288181978836e-27,,8.805124975297492e-26,True,True,True
scipy,corr_vsMKT,kendall,ACAC,0.322291168682747,5.236331488637511e-27,,1.0425059963741954e-25,True,True,True
scipy,corr_vsALGO,spearman,AENO,0.4555503735712771,6.1589002432060705e-27,,1.2150192815995486e-25,True,True,True
scipy,corr_vsALGO,pearson,EELT,0.4555472268711157,6.164481388125564e-27,,1.2150192815995486e-25,True,True,True
scipy,corr_vsMKT,kendall,MTNS,0.3205447602922478,9.956420671160962e-27,,1.9526472778963441e-25,True,True,True
scipy,corr_vsALGO,spearman,ACAC,0.4529214045364392,1.308381989600177e-26,,2.5532880212890584e-25,True,True,True
scipy,corr_vsALGO,pearson,SMAH,0.452879891397816,1.323972559505191e-26,,2.570985137718947e-25,True,True,True
statsmodels,unitroot,adf_return,DIHO,-14.264423835711533,1.4085589218495794e-26,,2.7218329754563935e-25,True,True,True
scipy,corr_vsMKT,pearson,SMAH,0.452592743022695,1.4369574411477727e-26,,2.763164016099766e-25,True,True,True
scipy,corr_vsALGO,kendall,HTRK,0.3190245914125327,1.7593685031488678e-26,,3.366713902627591e-25,True,True,True
statsmodels,unitroot,adf_return,HETT,-14.19243429888621,1.8468465567539544e-26,,3.517038225470574e-25,True,True,True
statsmodels,unitroot,adf_return,NPCK,-14.133554921126354,2.3110985380398024e-26,,4.379976171611972e-25,True,True,True
scipy,corr_vsALGO,kendall,SRTX,0.3179731105789483,2.481483851770113e-26,,4.680387245778845e-25,True,True,True
scipy,corr_vsMKT,spearman,HUXZ,0.4504973320134244,2.605867816082912e-26,,4.891586157618495e-25,True,True,True
scipy,corr_vsMKT,kendall,SPLZ,0.3177841627029158,2.65129408706861e-26,,4.953270754134816e-25,True,True,True
scipy,corr_vsALGO,spearman,SPLZ,0.4496452615732944,3.3155837903642406e-26,,6.165109104535772e-25,True,True,True
scipy,corr_vsALGO,kendall,IHOZ,0.3168141521927134,3.752990022410139e-26,,6.945674492178764e-25,True,True,True
scipy,corr_vsALGO,spearman,RRES,0.4488757450596722,4.1188832900971096e-26,,7.587213985777013e-25,True,True,True
scipy,corr_vsMKT,pearson,LSST,0.447790149832025,5.588460950311447e-26,,1.0246378170291966e-24,True,True,True
scipy,corr_vsALGO,spearman,MTNS,0.4470071856599176,6.959359450542725e-26,,1.2700830997240473e-24,True,True,True
scipy,corr_vsMKT,pearson,ELLT,0.446532225788354,7.947778519213798e-26,,1.443785388144737e-24,True,True,True
scipy,corr_vsALGO,spearman,EAFC,0.4462716930372073,8.547613926827268e-26,,1.5456281697042703e-24,True,True,True
scipy,corr_vsMKT,pearson,RRES,0.4460123334663454,9.189135989464356e-26,,1.6540444781035842e-24,True,True,True
scipy,corr_vsALGO,kendall,AENO,0.3139167562271261,1.0488689640202515e-25,,1.8793824800762873e-24,True,True,True
scipy,corr_vsALGO,pearson,ELLT,0.4450675219410183,1.1954764075601005e-25,,2.1323837097746227e-24,True,True,True
scipy,corr_vsMKT,spearman,SMAH,0.4449376825941037,1.2394127516463816e-25,,2.200795075220737e-24,True,True,True
scipy,corr_vsMKT,pearson,AGVF,0.443852925018821,1.6745993327661502e-25,,2.9469957900732875e-24,True,True,True
scipy,corr_vsALGO,spearman,SMAH,0.4438575892853283,1.6724377188179343e-25,,2.9469957900732875e-24,True,True,True
scipy,corr_vsMKT,spearman,RCRI,0.4437584566723808,1.7189788303679801e-25,,3.0116509108047013e-24,True,True,True
scipy,corr_vsALGO,spearman,HUXZ,0.4423541485239559,2.5334755787716726e-25,,4.419009173238024e-24,True,True,True
scipy,corr_vsALGO,spearman,RCRI,0.4414784693704026,3.22372305914755e-25,,5.598201012845658e-24,True,True,True
scipy,corr_vsALGO,kendall,ACAC,0.3103754944914084,3.637310150136206e-25,,6.2887178122091776e-24,True,True,True
scipy,corr_vsALGO,kendall,RRES,0.3098288878916613,4.414780555953697e-25,,7.599591681908068e-24,True,True,True
scipy,corr_vsMKT,pearson,MHRM,0.4402840703965778,4.47296627630672e-25,,7.666275244000474e-24,True,True,True
scipy,corr_vsALGO,kendall,MTNS,0.3095454667348706,4.910451310772141e-25,,8.379653275785187e-24,True,True,True
