library,family,test,target,statistic,pvalue,note
scipy,normality,jarque_bera,AMRP,1.9807573613828708,0.37143600874228083,
scipy,normality,kstest_norm,AMRP,0.021406777659086385,0.972533141152255,
scipy,normality,cramervonmises,AMRP,0.035449458676490124,0.9551843951778082,
scipy,normality,skewtest,AMRP,-1.2975681087483724,0.19443578683404583,
scipy,normality,kurtosistest,AMRP,0.7112074859056615,0.476955670395521,
scipy,normality,anderson_darling,AMRP,0.25437693010348994,,crit5%=0.751 reject=False
scipy,normality,shapiro,OTCS,0.997185617498095,0.5540492525950977,
scipy,normality,normaltest_K2,OTCS,0.20385407907531178,0.903095439526052,
scipy,normality,jarque_bera,OTCS,0.2985110317714882,0.8613489984262604,
scipy,normality,kstest_norm,OTCS,0.02135158432351028,0.9731892226358028,
scipy,normality,cramervonmises,OTCS,0.0325700241004451,0.9671087541590436,
scipy,normality,skewtest,OTCS,-0.3203445545077473,0.7487071516045345,
scipy,normality,kurtosistest,OTCS,-0.3181720375402979,0.7503544422894248,
scipy,normality,anderson_darling,OTCS,0.2657504572351286,,crit5%=0.751 reject=False
scipy,normality,shapiro,HETT,0.9968435947643562,0.44441867459387785,
scipy,normality,normaltest_K2,HETT,1.3720554380487544,0.5035724325763768,
scipy,normality,jarque_bera,HETT,1.2163708942560687,0.5443377030148734,
scipy,normality,kstest_norm,HETT,0.03744070840571634,0.4749146848689514,
scipy,normality,cramervonmises,HETT,0.060878991337222195,0.8086702691289159,
scipy,normality,skewtest,HETT,0.19764347265604507,0.843324019394985,
scipy,normality,kurtosistest,HETT,1.1545529419499192,0.2482735466642425,
scipy,normality,anderson_darling,HETT,0.40534779765027906,,crit5%=0.751 reject=False
scipy,normality,shapiro,HUXZ,0.9982865771079142,0.9080260951053449,
scipy,normality,normaltest_K2,HUXZ,0.059139693830129826,0.9708630634829822,
scipy,normality,jarque_bera,HUXZ,0.06324159354731283,0.9688739125419036,
scipy,normality,kstest_norm,HUXZ,0.02188002304920328,0.9664709887653188,
scipy,normality,cramervonmises,HUXZ,0.025506593320492685,0.988576257938046,
scipy,normality,skewtest,HUXZ,-0.2357188231856821,0.8136508626344885,
scipy,normality,kurtosistest,HUXZ,0.059802426590289504,0.9523129928985209,
scipy,normality,anderson_darling,HUXZ,0.21164604788725683,,crit5%=0.751 reject=False
scipy,normality,shapiro,DUCT,0.9951289312230268,0.1184720180402129,
scipy,normality,normaltest_K2,DUCT,6.176152148759437,0.04558958104701557,
scipy,normality,jarque_bera,DUCT,7.455116912070035,0.0240514869707747,
scipy,normality,kstest_norm,DUCT,0.023991809452627577,0.9295204668810322,
scipy,normality,cramervonmises,DUCT,0.03300841034979402,0.9654012003114953,
scipy,normality,skewtest,DUCT,1.2361582726965736,0.2163997377621918,
scipy,normality,kurtosistest,DUCT,2.1559371219038974,0.03108857531468171,
scipy,normality,anderson_darling,DUCT,0.3243318914566089,,crit5%=0.751 reject=False
scipy,normality,shapiro,SMAH,0.9965717941797219,0.36755996336599905,
scipy,normality,normaltest_K2,SMAH,1.516191721379982,0.4685577773958872,
scipy,normality,jarque_bera,SMAH,1.565730613238229,0.4570944174833651,
scipy,normality,kstest_norm,SMAH,0.0379232801312277,0.4585074071457781,
scipy,normality,cramervonmises,SMAH,0.0963778935348214,0.6031140074631876,
scipy,normality,skewtest,SMAH,0.8501549377599417,0.39523895120661146,
scipy,normality,kurtosistest,SMAH,-0.8907459251561984,0.3730654909362833,
scipy,normality,anderson_darling,SMAH,0.5230133735883555,,crit5%=0.751 reject=False
scipy,normality,shapiro,NPCK,0.9975808897999328,0.6913465184642678,
scipy,normality,normaltest_K2,NPCK,1.2954895041009846,0.5232244480270092,
scipy,normality,jarque_bera,NPCK,1.2791038422226806,0.5275287455878062,
scipy,normality,kstest_norm,NPCK,0.029529608756737935,0.7653542506807177,
scipy,normality,cramervonmises,NPCK,0.04001826999750673,0.9332305769848832,
scipy,normality,skewtest,NPCK,-0.3384725428821271,0.7350071149610029,
scipy,normality,kurtosistest,NPCK,-1.086704118799543,0.2771675931533337,
scipy,normality,anderson_darling,NPCK,0.24094368371123664,,crit5%=0.751 reject=False
scipy,normality,shapiro,MSDP,0.9966891343362756,0.39951182331967056,
scipy,normality,normaltest_K2,MSDP,1.2432571141197177,0.5370690773635292,
scipy,normality,jarque_bera,MSDP,1.2893192203418296,0.5248411622981517,
scipy,normality,kstest_norm,MSDP,0.029684746228892972,0.7597916515918233,
scipy,normality,cramervonmises,MSDP,0.05147303509626549,0.8674996440082801,
scipy,normality,skewtest,MSDP,0.62318004743628,0.5331662118269764,
scipy,normality,kurtosistest,MSDP,-0.9246100489379474,0.35516878400927665,
scipy,normality,anderson_darling,MSDP,0.3579195353467526,,crit5%=0.751 reject=False
scipy,normality,shapiro,EORC,0.9984567671288638,0.9429636654475969,
scipy,normality,normaltest_K2,EORC,0.2528265234105473,0.8812505844014706,
scipy,normality,jarque_bera,EORC,0.3283839867821871,0.8485790846631973,
scipy,normality,kstest_norm,EORC,0.020788606853339164,0.9792926988921974,
scipy,normality,cramervonmises,EORC,0.021576651487371392,0.995311055502003,
scipy,normality,skewtest,EORC,-0.4482660945159381,0.6539611671849226,
scipy,normality,kurtosistest,EORC,-0.22778066625149593,0.8198167577232309,
scipy,normality,anderson_darling,EORC,0.18128028970215837,,crit5%=0.751 reject=False
scipy,normality,shapiro,CUBO,0.9980535456432613,0.8466558745303989,
scipy,normality,normaltest_K2,CUBO,0.5195796603096682,0.7712136546263627,
scipy,normality,jarque_bera,CUBO,0.43355376272480595,0.8051095842200863,
scipy,normality,kstest_norm,CUBO,0.021845130475111274,0.9669449811319556,
scipy,normality,cramervonmises,CUBO,0.022174468715580608,0.9945198138244856,
scipy,normality,skewtest,CUBO,-0.6482627295740421,0.5168150355407015,
scipy,normality,kurtosistest,CUBO,0.31517470354532046,0.7526290111531257,
scipy,normality,anderson_darling,CUBO,0.16985304285475422,,crit5%=0.751 reject=False
scipy,normality,shapiro,HRET,0.9921601224300078,0.009994109733711853,
scipy,normality,normaltest_K2,HRET,4.669191102974328,0.0968496453012741,
scipy,normality,jarque_bera,HRET,4.716746470419184,0.09457394769379962,
scipy,normality,kstest_norm,HRET,0.051047429873507744,0.14338184735839132,
scipy,normality,cramervonmises,HRET,0.20557520536413476,0.25696657901695685,
scipy,normality,skewtest,HRET,-2.156336354321561,0.031057410503780386,
scipy,normality,kurtosistest,HRET,-0.13930050253149634,0.8892126927909327,
scipy,normality,anderson_darling,HRET,1.2425876684828836,,crit5%=0.751 reject=True
scipy,normality,shapiro,ANSO,0.9951408671517786,0.11964511506924852,
scipy,normality,normaltest_K2,ANSO,5.510814939766636,0.06358310618878926,
scipy,normality,jarque_bera,ANSO,6.664468919201456,0.0357132161079627,
scipy,normality,kstest_norm,ANSO,0.026967979124057795,0.8512191020858919,
scipy,normality,cramervonmises,ANSO,0.05463464413274879,0.8479110364989269,
scipy,normality,skewtest,ANSO,-1.0258995874683572,0.3049389171341479,
scipy,normality,kurtosistest,ANSO,2.111479333595025,0.03473113242602868,
scipy,normality,anderson_darling,ANSO,0.448250833341433,,crit5%=0.751 reject=False
scipy,normality,shapiro,DIHO,0.9961092279548055,0.260257705984558,
scipy,normality,normaltest_K2,DIHO,1.4865875594826612,0.47554499263343053,
scipy,normality,jarque_bera,DIHO,1.565770432309962,0.4570853170362592,
scipy,normality,kstest_norm,DIHO,0.029133086827744736,0.7794225354385375,
scipy,normality,cramervonmises,DIHO,0.06313243716567495,0.7944960119395406,
scipy,normality,skewtest,DIHO,0.9628962601738739,0.33559958656334865,
scipy,normality,kurtosistest,DIHO,-0.7479427462218138,0.45449469248706,
scipy,normality,anderson_darling,DIHO,0.45546203429273646,,crit5%=0.751 reject=False
scipy,normality,shapiro,RTTH,0.9976040866646341,0.6994538267729857,
scipy,normality,normaltest_K2,RTTH,1.24165780575904,0.537498718655707,
scipy,normality,jarque_bera,RTTH,1.167612429906028,0.5577713235897228,
scipy,normality,kstest_norm,RTTH,0.02107748778803553,0.9762932738027539,
scipy,normality,cramervonmises,RTTH,0.024471475035007132,0.9907089999008641,
scipy,normality,skewtest,RTTH,1.0902942080052929,0.2755835657666108,
scipy,normality,kurtosistest,RTTH,0.23003553149274805,0.8180641598275884,
scipy,normality,anderson_darling,RTTH,0.2243049343153416,,crit5%=0.751 reject=False
scipy,normality,shapiro,SPLZ,0.9967819471882373,0.42611727887327755,
scipy,normality,normaltest_K2,SPLZ,0.3990333484013127,0.8191265624183882,
scipy,normality,jarque_bera,SPLZ,0.38513386522659726,0.8248391077189023,
scipy,normality,kstest_norm,SPLZ,0.026989292578181945,0.8505631493126873,
scipy,normality,cramervonmises,SPLZ,0.05296209434734945,0.8583143472520796,
scipy,normality,skewtest,SPLZ,-0.6252400007094986,0.5318135521816235,
scipy,normality,kurtosistest,SPLZ,0.0900460433006299,0.9282506261517094,
scipy,normality,anderson_darling,SPLZ,0.3410905010758256,,crit5%=0.751 reject=False
scipy,normality,shapiro,NWIG,0.9979642491381366,0.8197415137637991,
scipy,normality,normaltest_K2,NWIG,0.4019281524093719,0.8179418146004075,
scipy,normality,jarque_bera,NWIG,0.2819599743061985,0.8685066928152201,
scipy,normality,kstest_norm,NWIG,0.021891080996400247,0.9663198667093098,
scipy,normality,cramervonmises,NWIG,0.04151288642773088,0.9253788565928794,
scipy,normality,skewtest,NWIG,-0.4516591238051534,0.651514569870447,
scipy,normality,kurtosistest,NWIG,0.44489570496121117,0.6563951266747956,
scipy,normality,anderson_darling,NWIG,0.24684779764521636,,crit5%=0.751 reject=False
scipy,normality,shapiro,MMBT,0.9965218441899932,0.354540102065418,
scipy,normality,normaltest_K2,MMBT,2.503572231984099,0.2859935227940347,
scipy,normality,jarque_bera,MMBT,2.3698090015268183,0.30577537941970734,
scipy,normality,kstest_norm,MMBT,0.03342137592528005,0.6206154533458572,
scipy,normality,cramervonmises,MMBT,0.1057172247929126,0.5577390906155335,
scipy,normality,skewtest,MMBT,0.9567392065993708,0.33869890376466527,
scipy,normality,kurtosistest,MMBT,1.2602469291927298,0.2075802982880386,
scipy,normality,anderson_darling,MMBT,0.655663015132177,,crit5%=0.751 reject=False
scipy,normality,shapiro,MDGI,0.9966479823023169,0.38808934411656953,
scipy,normality,normaltest_K2,MDGI,1.852830166784511,0.3959706908814991,
scipy,normality,jarque_bera,MDGI,1.8257711411481472,0.40136438617918846,
scipy,normality,kstest_norm,MDGI,0.035190878952090165,0.5548550851881181,
scipy,normality,cramervonmises,MDGI,0.07582042130242599,0.7165935290777541,
scipy,normality,skewtest,MDGI,-0.8274755506556952,0.4079675742838169,
scipy,normality,kurtosistest,MDGI,-1.0807934029459862,0.2797890236580465,
scipy,normality,anderson_darling,MDGI,0.43290281969166244,,crit5%=0.751 reject=False
scipy,normality,shapiro,AGVF,0.9945109233514043,0.0708127267281159,
scipy,normality,normaltest_K2,AGVF,1.33061865414427,0.5141144735831713,
scipy,normality,jarque_bera,AGVF,1.17013974136988,0.5570669378038642,
scipy,normality,kstest_norm,AGVF,0.036235719024835134,0.5170863111922194,
scipy,normality,cramervonmises,AGVF,0.13303156749260736,0.4458140959046676,
scipy,normality,skewtest,AGVF,-0.18600449444047656,0.8524412367833243,
scipy,normality,kurtosistest,AGVF,1.138429173111886,0.2549413181199556,
scipy,normality,anderson_darling,AGVF,0.7855702413809809,,crit5%=0.751 reject=True
scipy,normality,shapiro,RRES,0.9981470909056676,0.8729777281330043,
scipy,normality,normaltest_K2,RRES,0.8363847244240258,0.658235596590242,
scipy,normality,jarque_bera,RRES,0.9276113476991382,0.6288857515408283,
scipy,normality,kstest_norm,RRES,0.03624387033234078,0.51679571677162,
scipy,normality,cramervonmises,RRES,0.04730894316770463,0.8926208248778135,
scipy,normality,skewtest,RRES,-0.8241500973447531,0.4098542777145371,
scipy,normality,kurtosistest,RRES,-0.39643579741322527,0.6917835622120608,
scipy,normality,anderson_darling,RRES,0.2438756147416825,,crit5%=0.751 reject=False
scipy,normality,shapiro,CTGI,0.9958359473136389,0.21020443090491658,
scipy,normality,normaltest_K2,CTGI,1.859590795829002,0.394634445142554,
scipy,normality,jarque_bera,CTGI,1.922601578407677,0.38239514683983916,
scipy,normality,kstest_norm,CTGI,0.021003572923800506,0.9770869768750303,
scipy,normality,cramervonmises,CTGI,0.03006718682741905,0.9760555887340394,
scipy,normality,skewtest,CTGI,-1.328029542332112,0.1841683476091387,
scipy,normality,kurtosistest,CTGI,-0.30972298998001935,0.7567716184184943,
scipy,normality,anderson_darling,CTGI,0.23049585975934406,,crit5%=0.751 reject=False
scipy,normality,shapiro,ALUT,0.9975402830888095,0.6771194250133652,
scipy,normality,normaltest_K2,ALUT,1.825903777957956,0.4013377692159188,
scipy,normality,jarque_bera,ALUT,1.6230965135210502,0.44416984462378717,
scipy,normality,kstest_norm,ALUT,0.03337394859066867,0.6223979078096264,
scipy,normality,cramervonmises,ALUT,0.04661435843834919,0.8967050583799732,
scipy,normality,skewtest,ALUT,1.1556304423284967,0.24783235057288389,
scipy,normality,kurtosistest,ALUT,0.7003014056258914,0.483739094119925,
scipy,normality,anderson_darling,ALUT,0.30332069598750877,,crit5%=0.751 reject=False
scipy,normality,shapiro,ACAC,0.9973032813295384,0.5942729421711977,
scipy,normality,normaltest_K2,ACAC,1.4340472025351456,0.488203182955111,
scipy,normality,jarque_bera,ACAC,1.3902435146099048,0.49901368572457827,
scipy,normality,kstest_norm,ACAC,0.04234179546309208,0.32351457523395366,
scipy,normality,cramervonmises,ACAC,0.07495693345160397,0.7217425362003445,
scipy,normality,skewtest,ACAC,0.3809134727836455,0.7032674549847473,
scipy,normality,kurtosistest,ACAC,-1.135320275863621,0.25624114979625534,
scipy,normality,anderson_darling,ACAC,0.407695630907142,,crit5%=0.751 reject=False
scipy,normality,shapiro,SRTX,0.9974326475919736,0.6393470825038907,
scipy,normality,normaltest_K2,SRTX,2.0898881865739973,0.3517114818613051,
scipy,normality,jarque_bera,SRTX,1.9800099502429023,0.37157484238747795,
scipy,normality,kstest_norm,SRTX,0.03314898932809357,0.6308602179319995,
scipy,normality,cramervonmises,SRTX,0.058644590739944304,0.8227445900440495,
scipy,normality,skewtest,SRTX,0.7705927869999943,0.44094833791482335,
scipy,normality,kurtosistest,SRTX,-1.2231414240379477,0.2212762850986173,
scipy,normality,anderson_darling,SRTX,0.3236199360816272,,crit5%=0.751 reject=False
scipy,normality,shapiro,GARI,0.9951064954341166,0.11629664833955172,
scipy,normality,normaltest_K2,GARI,3.2702286123492303,0.19493008831295283,
scipy,normality,jarque_bera,GARI,2.6560312988848276,0.2650025979544124,
scipy,normality,kstest_norm,GARI,0.04049526927397917,0.3764035081316559,
scipy,normality,cramervonmises,GARI,0.10220744858962634,0.5743382898070676,
scipy,normality,skewtest,GARI,-0.5319857841366782,0.5947358414413029,
scipy,normality,kurtosistest,GARI,-1.7283575260419106,0.08392414542593901,
scipy,normality,anderson_darling,GARI,0.5893764649720197,,crit5%=0.751 reject=False
scipy,normality,shapiro,RCRI,0.9980295536023128,0.8395840335638334,
scipy,normality,normaltest_K2,RCRI,0.8405239717642248,0.6568747053711401,
scipy,normality,jarque_bera,RCRI,0.9395005656812143,0.6251583615625245,
scipy,normality,kstest_norm,RCRI,0.02590202146972076,0.8824439016054331,
scipy,normality,cramervonmises,RCRI,0.023333179688618408,0.9927536161050176,
scipy,normality,skewtest,RCRI,-0.5982264460387379,0.5496888476255555,
scipy,normality,kurtosistest,RCRI,-0.6947295092509644,0.4872248312423325,
scipy,normality,anderson_darling,RCRI,0.1638025823784801,,crit5%=0.751 reject=False
scipy,normality,shapiro,ACIX,0.9977791516198151,0.7596589704725965,
scipy,normality,normaltest_K2,ACIX,0.9806857066902687,0.612416389178369,
scipy,normality,jarque_bera,ACIX,1.0733009224937833,0.5847034629273565,
scipy,normality,kstest_norm,ACIX,0.03213726682376261,0.6689825851036604,
scipy,normality,cramervonmises,ACIX,0.050875293658628556,0.8711618046268021,
scipy,normality,skewtest,ACIX,0.8899853565674525,0.37347374898702956,
scipy,normality,kurtosistest,ACIX,-0.43429456799017546,0.6640745479103409,
scipy,normality,anderson_darling,ACIX,0.29901082050889727,,crit5%=0.751 reject=False
scipy,normality,shapiro,CCNS,0.9951247165051389,0.11806041467164691,
scipy,normality,normaltest_K2,CCNS,4.581448604552397,0.10119314088153908,
scipy,normality,jarque_bera,CCNS,4.368619729488561,0.11255538529575349,
scipy,normality,kstest_norm,CCNS,0.02833005733332264,0.8071491575444157,
scipy,normality,cramervonmises,CCNS,0.05093880200118426,0.8707734633284477,
scipy,normality,skewtest,CCNS,1.9907845644475803,0.046504577044608426,
scipy,normality,kurtosistest,CCNS,0.7862731220826866,0.4317074953986668,
scipy,normality,anderson_darling,CCNS,0.3787903245572011,,crit5%=0.751 reject=False
scipy,normality,shapiro,MTNS,0.99866203713292,0.9727739079237433,
scipy,normality,normaltest_K2,MTNS,0.0025843985559311604,0.998708635252023,
scipy,normality,jarque_bera,MTNS,0.040436598081596165,0.9799847202303062,
scipy,normality,kstest_norm,MTNS,0.021579285115960856,0.9704144809519214,
scipy,normality,cramervonmises,MTNS,0.023658071136015542,0.9922017853902275,
scipy,normality,skewtest,MTNS,0.005136050115392891,0.9959020429261018,
scipy,normality,kurtosistest,MTNS,-0.05057686768813716,0.9596626961391698,
scipy,normality,anderson_darling,MTNS,0.16020341013756934,,crit5%=0.751 reject=False
scipy,normality,shapiro,IHOZ,0.9957238963760306,0.19227684595153266,
scipy,normality,normaltest_K2,IHOZ,2.997748673769168,0.22338147095876393,
scipy,normality,jarque_bera,IHOZ,3.0920894355364927,0.21308913688838754,
scipy,normality,kstest_norm,IHOZ,0.03603774732258391,0.5241645027403989,
scipy,normality,cramervonmises,IHOZ,0.11279136594434373,0.5258947193695678,
scipy,normality,skewtest,IHOZ,0.7726968332352618,0.43970182125919266,
scipy,normality,kurtosistest,IHOZ,1.5494154632239108,0.12128187892191061,
scipy,normality,anderson_darling,IHOZ,0.6634812527366876,,crit5%=0.751 reject=False
scipy,normality,shapiro,NAYO,0.9971537522028294,0.5433340572454681,
scipy,normality,normaltest_K2,NAYO,0.8700523974368927,0.6472477097953921,
scipy,normality,jarque_bera,NAYO,0.9292578606064555,0.6283682303428205,
scipy,normality,kstest_norm,NAYO,0.03900717663800879,0.42276748753715343,
scipy,normality,cramervonmises,NAYO,0.09647921352343831,0.6026008881991556,
scipy,normality,skewtest,NAYO,-0.192186082270879,0.8475964474311466,
scipy,normality,kurtosistest,NAYO,-0.9127523800123797,0.3613727885134569,
scipy,normality,anderson_darling,NAYO,0.5402904228706689,,crit5%=0.751 reject=False
scipy,normality,shapiro,FWWG,0.9957850420345165,0.20188190297566833,
scipy,normality,normaltest_K2,FWWG,2.9730103411599904,0.22616167246318497,
scipy,normality,jarque_bera,FWWG,2.8087513935055854,0.24552028772944248,
scipy,normality,kstest_norm,FWWG,0.030613653287862252,0.7259160768002191,
scipy,normality,cramervonmises,FWWG,0.060567535142546335,0.8106318468051021,
scipy,normality,skewtest,FWWG,-1.1546262730716763,0.24824350289882235,
scipy,normality,kurtosistest,FWWG,-1.2805656994830843,0.20034625433195263,
scipy,normality,anderson_darling,FWWG,0.40989619779185205,,crit5%=0.751 reject=False
scipy,normality,shapiro,EELT,0.9959642976112623,0.23255503688619517,
scipy,normality,normaltest_K2,EELT,1.2579227298421167,0.5331452569037805,
scipy,normality,jarque_bera,EELT,1.1105727065952686,0.5739078972455647,
scipy,normality,kstest_norm,EELT,0.03663601243023895,0.5028976785092494,
scipy,normality,cramervonmises,EELT,0.10329061885237374,0.5691578984999295,
scipy,normality,skewtest,EELT,1.014443669170811,0.3103710957555962,
scipy,normality,kurtosistest,EELT,0.4783584136621608,0.6323951271953133,
scipy,normality,anderson_darling,EELT,0.65644911475556,,crit5%=0.751 reject=False
scipy,normality,shapiro,HRND,0.9970038193378862,0.4941925628457396,
scipy,normality,normaltest_K2,HRND,0.29722704757462837,0.8619021552193871,
scipy,normality,jarque_bera,HRND,0.4136957273334721,0.8131433492253273,
scipy,normality,kstest_norm,HRND,0.0303003626355538,0.7374384835897357,
scipy,normality,cramervonmises,HRND,0.06726169591290143,0.7686974204718493,
scipy,normality,skewtest,HRND,-0.09231778423060381,0.9264455589346355,
scipy,normality,kurtosistest,HRND,-0.5373122688803784,0.5910519320967962,
scipy,normality,anderson_darling,HRND,0.41464360469626627,,crit5%=0.751 reject=False
scipy,normality,shapiro,AETS,0.9951273777041894,0.11832014428868365,
scipy,normality,normaltest_K2,AETS,2.578331290073477,0.2755005524751482,
scipy,normality,jarque_bera,AETS,2.576325023821704,0.2757770548667039,
scipy,normality,kstest_norm,AETS,0.029440349608950034,0.7685403658326413,
scipy,normality,cramervonmises,AETS,0.04212424472782579,0.9220864207511971,
scipy,normality,skewtest,AETS,1.25975136383723,0.20775906988061588,
scipy,normality,kurtosistest,AETS,-0.9956695191597039,0.3194107447141624,
scipy,normality,anderson_darling,AETS,0.3475454002587526,,crit5%=0.751 reject=False
scipy,normality,shapiro,ULXY,0.9978044436273221,0.7681404535326003,
scipy,normality,normaltest_K2,ULXY,1.334827394124158,0.513033724060828,
scipy,normality,jarque_bera,ULXY,1.1351351156990181,0.5669027210144938,
scipy,normality,kstest_norm,ULXY,0.02422005271144273,0.9245530825941525,
scipy,normality,cramervonmises,ULXY,0.045897145857296234,0.9008833297851998,
scipy,normality,skewtest,ULXY,0.622571934807381,0.5335658587630334,
scipy,normality,kurtosistest,ULXY,0.9732582288962945,0.33042497725422515,
scipy,normality,anderson_darling,ULXY,0.30161995039748035,,crit5%=0.751 reject=False
scipy,normality,shapiro,BLBT,0.9978741015868668,0.7910965431625908,
scipy,normality,normaltest_K2,BLBT,0.17135539114757747,0.9178900235673699,
scipy,normality,jarque_bera,BLBT,0.23571474295793327,0.888822815058005,
scipy,normality,kstest_norm,BLBT,0.0310744466347751,0.70882679266434,
scipy,normality,cramervonmises,BLBT,0.04390082465967051,0.9122789929529042,
scipy,normality,skewtest,BLBT,-0.3775952281074495,0.7057313101276046,
scipy,normality,kurtosistest,BLBT,-0.16963854178240473,0.8652944098659452,
scipy,normality,anderson_darling,BLBT,0.2896600646608931,,crit5%=0.751 reject=False
scipy,normality,shapiro,BENI,0.9972590097705224,0.5790293883322983,
scipy,normality,normaltest_K2,BENI,0.654487067040207,0.7209081563458675,
scipy,normality,jarque_bera,BENI,0.5039517137029041,0.7772635034306421,
scipy,normality,kstest_norm,BENI,0.026705902357548272,0.8591879750170588,
scipy,normality,cramervonmises,BENI,0.05221379230569246,0.8629406163053015,
scipy,normality,skewtest,BENI,-0.5998794370785934,0.5485865874693763,
scipy,normality,kurtosistest,BENI,0.5427998968408865,0.587267584264117,
scipy,normality,anderson_darling,BENI,0.35524222940563277,,crit5%=0.751 reject=False
scipy,normality,shapiro,ITPA,0.9949643740776457,0.10338106798508584,
scipy,normality,normaltest_K2,ITPA,3.477386430147498,0.17574991796301473,
scipy,normality,jarque_bera,ITPA,3.2853973233318854,0.19345726150830686,
scipy,normality,kstest_norm,ITPA,0.03297483480533886,0.6374183944686787,
scipy,normality,cramervonmises,ITPA,0.08363479430223307,0.6713157876299447,
scipy,normality,skewtest,ITPA,1.326992499144872,0.18451116392454014,
scipy,normality,kurtosistest,ITPA,-1.3101440139773737,0.19014712119038468,
scipy,normality,anderson_darling,ITPA,0.5623604507271125,,crit5%=0.751 reject=False
scipy,normality,shapiro,HTRK,0.9978973916405942,0.7986221621888001,
scipy,normality,normaltest_K2,HTRK,0.3481847131939817,0.8402192942801489,
scipy,normality,jarque_bera,HTRK,0.454793714227427,0.7966045813560667,
scipy,normality,kstest_norm,HTRK,0.016082368013511705,0.9993032446084982,
scipy,normality,cramervonmises,HTRK,0.02042068070365536,0.9966207418091806,
scipy,normality,skewtest,HTRK,0.4062941663598492,0.6845264712138883,
scipy,normality,kurtosistest,HTRK,-0.427913266417316,0.6687142680843889,
scipy,normality,anderson_darling,HTRK,0.1760832850816314,,crit5%=0.751 reject=False
scipy,normality,shapiro,NGTE,0.9976333580148905,0.7096548686713375,
scipy,normality,normaltest_K2,NGTE,1.3147071358951425,0.5182209579379746,
scipy,normality,jarque_bera,NGTE,1.2710278062410425,0.5296632227814935,
scipy,normality,kstest_norm,NGTE,0.03111041163022682,0.7074869405358387,
scipy,normality,cramervonmises,NGTE,0.07061529736885733,0.7480179992129372,
scipy,normality,skewtest,NGTE,0.10862054446850719,0.9135034650385622,
scipy,normality,kurtosistest,NGTE,-1.141450267516946,0.2536825964859011,
