a,b,coint_p,hedge_beta,half_life_d,spread_adf_p,ret_corr,z_now,q_bh,sig_bh,sig_bonf
AENO,CUBO,0.006463759811107416,-0.8104795900259079,10.80711457013453,0.0012722982629229116,0.3716435379501724,0.9291896135806267,0.23873342378539014,False,False
NPCK,RTTH,0.00655346653528522,1.216167023488741,12.604570470387486,0.0012914927034443848,0.14395429776022614,-0.2685361750694766,0.23873342378539014,False,False
NAYO,BLBT,0.007415012782181989,0.39898647065808535,11.109548423865986,0.001484526940110487,0.1579135532357295,-1.2022194892665394,0.2626150360356121,False,False
NPCK,NAYO,0.007757943189925451,0.6589282140420959,11.039024509618061,0.0015633190809289709,0.07673181352673032,-1.418766725702846,0.2655849738013653,False,False
BENI,FCSG,0.008249846594866873,-0.21004000706943643,15.537272153498316,0.001665103993079916,0.18267578850389468,0.3280157437915144,0.2655849738013653,False,False
RTTH,ALUT,0.009216422607424772,1.640266164604595,11.65825313203229,0.0018984405705159912,0.10657969655426916,0.11625721152559637,0.2655849738013653,False,False
NAYO,FWWG,0.009243026449380572,0.5510740061839237,11.435665180175572,0.0019054099251569368,0.17710830318967744,-1.1366096336054994,0.2655849738013653,False,False
RCRI,MTNS,0.009311529219428944,0.09436073994142383,13.54737659366837,0.00191818046447104,0.15828043013174228,-0.16332391603007582,0.2655849738013653,False,False
NPCK,BENI,0.009320767592681885,0.41636981116450744,17.059039378808624,0.001890247794452838,0.33090394492820435,0.896292360217712,0.2655849738013653,False,False
ALUT,BENI,0.00982643471791539,0.45656141733168015,17.742608443732827,0.002003761970004341,0.07260448100916932,0.7926202738324831,0.2655849738013653,False,False
MSDP,ALUT,0.010210952099728407,0.369480499431913,13.631727675827689,0.002131800826279177,0.23267777978356588,0.08398384780127316,0.2655849738013653,False,False
CUBO,MHRM,0.010510418630486882,-0.13150800414999192,12.423369255772752,0.0022100628725075654,0.16487139286178287,-1.698312167753816,0.2655849738013653,False,False
NAYO,MHRM,0.010590530321485644,0.5758279067954047,11.880583998803706,0.002223051040845665,0.15717173884147176,-0.8725323968277806,0.2655849738013653,False,False
SRTX,EAFC,0.010700454823431736,0.13800919211517776,15.272373990812776,0.0022049859336136005,0.20304743456419055,-0.3332546546975367,0.2655849738013653,False,False
MDGI,HTRK,0.011726784713093028,0.021775650075656662,12.302149417258349,0.0024955116827242944,0.2261783177747369,0.7685547042025002,0.2655849738013653,False,False
OTCS,BENI,0.011734549837874886,-0.2008501829803191,15.374357853803199,0.00248606649283159,0.23652205678431093,1.0028271930442074,0.2655849738013653,False,False
RTTH,CCNS,0.012542205146997266,1.1629096384970161,12.171681774432027,0.002696112075393974,0.08620388679755589,0.29542256862805893,0.2655849738013653,False,False
SPLZ,MTNS,0.012793103851660458,0.05009102784892305,13.91739869053423,0.002752744365746065,0.1952081044670615,1.067538350005838,0.2655849738013653,False,False
CCNS,BENI,0.013376017290500229,0.3218872535225264,20.67510795436047,0.002810453642055273,0.16084574925056502,0.9035870058984885,0.2655849738013653,False,False
BENI,ITPA,0.014144539633853332,-0.5006805064481242,14.470188413058635,0.0030581700085229903,0.19109365349055044,-0.6579590059102528,0.2655849738013653,False,False
MSDP,RTTH,0.014353964164582853,0.7450138534649522,12.332189427855505,0.003147014759917934,0.2312901778476382,0.5982627935049818,0.2655849738013653,False,False
RTTH,ACAC,0.01438405585692024,0.3034871018254417,13.981537818490633,0.0031539724834619347,0.10056370756105724,0.21895134564164406,0.2655849738013653,False,False
SRTX,BENI,0.014401752632150575,0.023165235400298127,21.29771646884135,0.003083547782299255,0.3146083772022868,1.1501619494856217,0.2655849738013653,False,False
AMRP,MMBT,0.014520375239895031,-9.94396297989099,11.403543139412596,0.003201955842271362,0.021828189699809583,1.3059274584960743,0.2655849738013653,False,False
MTNS,ULXY,0.014546672530745002,0.08966989653847388,16.307226493849544,0.0031844633775593577,0.25636972773723493,0.006235521044972199,0.2655849738013653,False,False
NPCK,MTNS,0.014612057594576743,0.2523696708125448,14.340832964735641,0.0032063212819877637,0.3118933898864033,0.1543903954961638,0.2655849738013653,False,False
FWWG,MHRM,0.014686790145927917,1.0044987220113424,12.519047153932581,0.003231148281910819,0.23875403013395666,0.6568889099918949,0.2655849738013653,False,False
AMRP,SMAH,0.014723169507027676,-2.9951426765629594,12.99638592731602,0.003237844646903638,0.19537969589491277,0.19514472796282756,0.2655849738013653,False,False
CUBO,NAYO,0.015009312620501999,-0.07432992929231527,12.167671004695071,0.00331445282656285,0.17282623174758532,-1.3138409760308751,0.2655849738013653,False,False
ALUT,NAYO,0.015020246571867813,0.7691826229776529,12.19166571050411,0.003317137529741597,0.06569317168543486,-1.253069807859674,0.2655849738013653,False,False
CCNS,MTNS,0.015026401134365616,0.2075832474976656,14.96074335441144,0.003309176217516748,0.10733966742774644,0.31957815513308374,0.2655849738013653,False,False
DUCT,CUBO,0.015157382761465612,-4.530964199681785,12.37886643480677,0.003351178818176869,0.28723667866156577,0.8648011563982032,0.2655849738013653,False,False
RRES,MHRM,0.015179308955579588,-2.622453914792818,12.811751236948183,0.0033559704118417155,0.14102567026603186,-0.7337918039212327,0.2655849738013653,False,False
MTNS,FCSG,0.015309571189101492,-0.09981945172380394,14.947936594049708,0.0033830097874599273,0.1847615819587176,-0.2503142756202362,0.2655849738013653,False,False
OTCS,NAYO,0.015319382007021522,-0.27669902182439987,12.246085878880654,0.003392560016550046,0.0779366368176877,-1.3188342978601475,0.2655849738013653,False,False
CUBO,BLBT,0.015487339243312264,-0.20934799810257093,13.477151124364902,0.0034299378560863295,0.20574528735090064,-0.3579035498350461,0.2655849738013653,False,False
RTTH,SPLZ,0.01555733854475044,0.22680708329171362,14.120435597633751,0.003454212000799758,0.18688639270019308,0.9618498257618965,0.2655849738013653,False,False
MSDP,BENI,0.01567007950950368,0.25721690524458574,16.181954274272737,0.0034601480406561648,0.25666094603872563,1.810784118001034,0.2655849738013653,False,False
AMRP,ILVX,0.015697809061383034,-0.3395418718381642,14.260949176428724,0.0034820903639613053,0.2572544608464605,0.1794448463872443,0.2655849738013653,False,False
BLBT,MHRM,0.015783690257358172,1.4613310560522033,12.256437795403077,0.0035114142620120154,0.25007106496426224,1.2337941598915816,0.2655849738013653,False,False
OTCS,MTNS,0.01583870572038658,-0.09718466852072397,14.666707428470685,0.003517123439486571,0.25335971169566307,0.0735234505981888,0.2655849738013653,False,False
CUBO,IHOZ,0.015993121646507135,-0.6763034889965072,14.073714295357538,0.003568120395580081,0.28874979386341887,1.1201172856969377,0.2655849738013653,False,False
ELLT,HTRK,0.01636807850061535,0.051203679626831845,12.952792936464245,0.003656491887659574,0.21677077671580916,0.15755273764221173,0.2655849738013653,False,False
SRTX,MTNS,0.016787293970539605,0.015176884946436361,15.64717717378234,0.003755790233223229,0.22834486022197958,0.5383840787790276,0.2655849738013653,False,False
RRES,FWWG,0.017317584149502872,-0.3041669038379609,12.88010530647933,0.0039050608443824365,0.1937671716682729,-0.7678753387455626,0.2655849738013653,False,False
NAYO,FARS,0.01747454339911965,0.1860857130172902,12.64048460363644,0.003945590463391229,0.08413271699813395,-1.6419993771558965,0.2655849738013653,False,False
MTNS,FARS,0.017662182614374765,0.09440885275780495,13.469355826130144,0.003991412931007218,0.16023823737101198,-0.03663588088223793,0.2655849738013653,False,False
HETT,MTNS,0.01769452607538781,0.0645152462628635,17.09156929959263,0.003989211041833138,0.2681625748883796,-0.1576963439115887,0.2655849738013653,False,False
AGVF,FWWG,0.017822480848798502,0.15556323772347647,12.379496054961043,0.00404118382933423,0.23358950511545476,-1.476966482128642,0.2655849738013653,False,False
AENO,EAFC,0.017939409068008755,0.26811982985570787,12.97588361893286,0.004084781788253656,0.18659760501296435,-2.2750446738078187,0.2655849738013653,False,False
ACIX,BENI,0.017967433636744343,-0.4802247549959674,17.700087923685555,0.004033312478662122,0.14739685292377566,-0.6334006608570388,0.2655849738013653,False,False
MMBT,MTNS,0.017984763705609082,-0.014802721187643041,14.726594117208457,0.004074302439188194,0.021232097776095832,-0.42979538519478555,0.2655849738013653,False,False
ALUT,CCNS,0.018079237528342305,0.6046109751368595,12.91665980754621,0.004101205314645963,0.20329019776292231,-0.17688732779708824,0.2655849738013653,False,False
EORC,AETS,0.018232171474545235,0.5165403423594381,17.299217538318025,0.004123926924076755,0.1451442851627261,0.4153758855292971,0.2655849738013653,False,False
CCNS,NAYO,0.018350559110852177,0.5500895956437868,12.680367079558431,0.004175096641564023,0.16502494886493316,-1.1498898408942422,0.2655849738013653,False,False
OTCS,RCRI,0.018538872681036482,-0.8363373359883504,14.866304183557597,0.0042220796495768724,0.07012073935251234,0.22029741417369494,0.2655849738013653,False,False
GARI,NAYO,0.018924516629500048,0.7579268758675362,12.594998612220449,0.0043278612690798015,0.20011191608865456,-1.510741321298776,0.2680973189179173,False,False
HUXZ,BLBT,0.019411269102563317,0.31528423843864944,21.236238615069176,0.00434798022516506,0.22988987555233353,-0.09720157874708983,0.26947124933015376,False,False
BENI,FARS,0.019715476625614476,0.16006888253042972,15.542792246626986,0.004515498797909778,0.15128075518685621,0.7067645880522858,0.26947124933015376,False,False
DIHO,SPLZ,0.019847873541731485,0.04807622926168,18.737431551823505,0.004569271686436834,0.2475523113326611,0.22306805233854704,0.26947124933015376,False,False
RTTH,FARS,0.01986689995061526,0.37632299800126834,15.097837273822341,0.0045686474139342076,0.07884840543369082,-0.676762382421216,0.26947124933015376,False,False
RRES,MTNS,0.020590522671445333,-0.04987602002386368,15.74998197003902,0.0047586973152801805,0.14568820017084597,-0.03969026233060068,0.2763464884851874,False,False
RRES,NAYO,0.021094310907554304,-0.1209369733980413,12.80205764837191,0.004907075358977463,0.4125985985804037,-1.4626858700403387,0.2801588167409556,False,False
GARI,MTNS,0.021843294727982847,0.2700583181647688,15.803006786819736,0.005095920863900124,0.22119978528046444,-0.053520731441564204,0.2842137118730543,False,False
DIHO,AETS,0.02226235591349089,3.7472075540020158,14.47727799829189,0.0052126442243472584,0.1700972771083162,-0.015722642139216227,0.2842137118730543,False,False
ANSO,BENI,0.022439617643736923,-0.10376198443929206,17.806580491242833,0.0052452558911819285,0.28489180567378036,-0.2983097066800391,0.2842137118730543,False,False
AGVF,MTNS,0.022494348141270083,0.03258496631646661,15.571097030910776,0.0052732479745041475,0.20037853891668578,0.007588771442111555,0.2842137118730543,False,False
NAYO,FCSG,0.02251418423464979,-0.2782896846432561,12.82961822056627,0.005293404079842921,0.11172634521984959,-1.6300592422542708,0.2842137118730543,False,False
AENO,NAYO,0.023736350941784518,0.0665768830542729,13.125679713024592,0.005625813094220213,0.07011613580217696,-1.4307546374017486,0.29502172216143197,False,False
HUXZ,MTNS,0.02416754032802192,0.04658015654279864,16.098651475468806,0.005727867687280738,0.2712191920321235,0.28178747468831056,0.29502172216143197,False,False
IHOZ,BENI,0.024273182338005815,0.04622041839512273,23.57373530896184,0.005712581981026563,0.3462656119995143,-0.010034316909554825,0.29502172216143197,False,False
MTNS,BLBT,0.024295906530941457,0.13440564168347924,15.504048636706175,0.00576733358443152,0.14202153304859902,0.22996986155638893,0.29502172216143197,False,False
AMRP,ITPA,0.02506960235881422,-0.4845745668266059,16.098652729849107,0.0041739761266747525,0.2076740559736493,-0.04868638428073621,0.2962195422938354,False,False
CTGI,MTNS,0.025400616007123067,-0.02230031194854929,16.354473171893428,0.006076287956327853,0.13861408151833232,-0.5998671734515321,0.2962195422938354,False,False
GARI,FARS,0.026387082322606593,3.105009659623339,21.350687285012405,0.006318008311193726,0.23434175811869237,0.09099846794238656,0.2962195422938354,False,False
HUXZ,RTTH,0.026932129598551215,0.2571917274757306,13.901710137954266,0.006509117568684394,0.08845073231152943,0.19395305041741834,0.2962195422938354,False,False
RTTH,BLBT,0.027018816538576493,0.6383800495593414,16.370767770594405,0.006532243559655221,0.17615461418784883,-0.13020731576464853,0.2962195422938354,False,False
MTNS,FWWG,0.027037516035336075,0.17206194759812726,16.331820252283226,0.006529551936542164,0.20554885440044343,0.2036248656167874,0.2962195422938354,False,False
CUBO,MTNS,0.027636545960371545,-0.01275624257061669,17.032092534738624,0.006698833698472587,0.38126325072986755,-0.2782144923270151,0.2962195422938354,False,False
GARI,BENI,0.027913204732847273,0.45153242338338695,20.39435956160338,0.0067443974668248575,0.2526645014072889,0.496701569534981,0.2962195422938354,False,False
ACAC,MTNS,0.028229239831937477,0.04954883977010999,17.16625433061527,0.0068634227707658185,0.3035864417900802,0.1961202571578136,0.2962195422938354,False,False
ELLT,MTNS,0.02861456283829522,-0.03419761745877461,15.860919793561457,0.006989440742691463,0.17448453415593196,-0.9417069317650724,0.2962195422938354,False,False
RCRI,NAYO,0.028737338640471767,0.2398459871787098,13.432716671186682,0.007031305319814654,0.28831117731804834,-1.6657976428810262,0.2962195422938354,False,False
NPCK,BLBT,0.028770416493663815,0.5069828738652347,40.76599492832221,0.006943974446462474,0.1499571122439207,0.11083823397771023,0.2962195422938354,False,False
NWIG,EAFC,0.02884610560633525,0.24188280654976785,15.324041740555286,0.007081584451802767,0.1974329024258277,-2.151734266488133,0.2962195422938354,False,False
NAYO,HRND,0.028968057416678673,0.19416967721646355,13.64729152632689,0.00709533614760388,0.14285751143244854,-1.320643920208506,0.2962195422938354,False,False
NWIG,NAYO,0.029160758696701365,0.05792050683042686,13.59339109069033,0.007150914072785809,0.09279379507230368,-1.4539257239309487,0.2962195422938354,False,False
RTTH,SRTX,0.029635926067620343,0.08176502293167556,14.23196411156961,0.0072772835900688495,0.1062869310991704,0.5960851956555433,0.2962195422938354,False,False
MMBT,NAYO,0.029835844063441478,-0.02670184133301956,13.376124494536862,0.007349155474206712,0.3025898691880597,-1.8345059467539524,0.2962195422938354,False,False
HETT,BENI,0.02986822886811264,0.037131875721916924,26.668599624970643,0.007267640215184335,0.36331064496033577,-0.12984395512305902,0.2962195422938354,False,False
MTNS,HTRK,0.0304789299552989,-0.15967867124072108,17.39994052841362,0.007515243009249533,0.3195485720824707,-0.651651778939773,0.2962195422938354,False,False
ULXY,BENI,0.030570570555589514,0.050337142332533946,26.768861470220436,0.007467842096627066,0.2991273540952702,-0.06466417518809055,0.2962195422938354,False,False
SRNA,NAYO,0.030662649848202713,0.06205212645083101,13.802751153996336,0.0075819845288954985,0.13034144446901832,-1.3572519912670595,0.2962195422938354,False,False
DIHO,MTNS,0.030702583132696797,0.41488031108312917,17.29754947511011,0.007573753089059614,0.2045736095625557,-0.06652858566044899,0.2962195422938354,False,False
DUCT,NAYO,0.03087868253989785,0.3664879475907188,13.750021164877037,0.007646381300865036,0.1589348557621031,-1.4362859794270688,0.2962195422938354,False,False
ALGO,NAYO,0.03134415449791032,0.27869106218436535,14.05477397469394,0.0077771800548615015,0.4315018668237017,-0.9839541719937184,0.2962195422938354,False,False
ANSO,MTNS,0.03143309044842961,-0.034495596872604894,17.055431900427894,0.007792357493312757,0.24691270592496323,-0.5737650050275651,0.2962195422938354,False,False
MTNS,ITPA,0.03177365387044571,-0.15006132353054458,16.715957719170206,0.007894572439331981,0.2543312962439629,-0.6747856536949054,0.2962195422938354,False,False
NPCK,RCRI,0.0322412039636409,1.5588295170469597,17.115121502695047,0.008032624790695973,0.11773536852132686,-0.08228052770544166,0.2962195422938354,False,False
SMAH,MTNS,0.03230830250990717,-0.026212690180863325,17.248945219010963,0.008047936113682458,0.2353559172058557,-0.6420033436512722,0.2962195422938354,False,False
MTNS,ILVX,0.03242290149353305,-0.038775124289179064,17.24539245154133,0.008081955187737756,0.3631617535840014,-0.6653053411153395,0.2962195422938354,False,False
MTNS,MHRM,0.03259296106248725,0.1838509780091026,16.393663598314323,0.008125812239500815,0.13172633337049774,0.4117780026349238,0.2962195422938354,False,False
IHOZ,NAYO,0.03284806583314222,0.08545956608989658,13.656774977710766,0.008226652570771051,0.08301426902364424,-1.7553328117734666,0.2962195422938354,False,False
MMBT,BENI,0.03287922846342332,-0.024601169545911586,19.125212217243828,0.0081906849006744,0.03620306684730405,-0.07072178672399537,0.2962195422938354,False,False
GARI,FCSG,0.03309490890874753,-1.512809882156649,14.46766465593364,0.00828317995338698,0.2697533397947832,0.22724532365124,0.2962195422938354,False,False
MDGI,MTNS,0.03337275531682389,-0.013514558866965305,16.132009851784673,0.008372118124269592,0.16663785432535735,-1.0941085899017842,0.2962195422938354,False,False
ANSO,EELT,0.03366946519178372,0.9799637743769551,14.664101064782843,0.008450587277325335,0.07750734601000576,-1.1704560701465427,0.2962195422938354,False,False
RCRI,FCSG,0.033749624687553346,-0.8820632411590786,14.643191613506312,0.008476523973606884,0.1690474719047763,-0.37148907551360194,0.2962195422938354,False,False
MTNS,EAFC,0.03377547264023954,0.0903759852647923,16.51973688492595,0.008472868603512875,0.20806114025448771,0.4123573241154403,0.2962195422938354,False,False
AETS,NGTE,0.03402815790547068,0.29848984840899295,19.000718651421774,0.008528844412254294,0.18201743283369268,0.030885034489863194,0.2962195422938354,False,False
MTNS,EELT,0.03409558388603514,-0.0241075202791887,16.76173414035073,0.008578713688289179,0.06756677172729404,-0.8408239631318677,0.2962195422938354,False,False
RTTH,AGVF,0.03425448078537586,0.16620158249193784,14.553003713180725,0.008625190547175502,0.11775373744647309,-0.40058873778482795,0.2962195422938354,False,False
MTNS,IHOZ,0.03430349045703276,0.022803094334541467,18.259008497822037,0.00862692181082189,0.31698086923114693,-0.40939690135670515,0.2962195422938354,False,False
AMRP,FCSG,0.03449005143890458,-0.49770731046406025,18.42014123932799,0.008694588965124893,0.18140788049134401,1.3661214424937127,0.2962195422938354,False,False
SMAH,BENI,0.034610428640090146,-0.06667334734222641,21.23295613225658,0.00861598692049557,0.29081723388966335,-0.44603291180532073,0.2962195422938354,False,False
HRET,MTNS,0.03522874613724935,-0.005865303971519986,18.367564951506086,0.008904344548734648,0.23686413956152633,-0.6052904556781689,0.2962195422938354,False,False
MTNS,NGTE,0.035237613972874914,0.007939058789239905,18.557306428874423,0.008903649522811053,0.31008615492180036,-0.4626803777194035,0.2962195422938354,False,False
MTNS,HRND,0.03536667909284693,0.014810409698707928,18.419005143497046,0.00894276148721994,0.06678087171129907,-0.45597324983593474,0.2962195422938354,False,False
NWIG,MTNS,0.03572027579023735,0.012182633590599273,18.23231098869204,0.009047131986765163,0.2084805721313956,-0.28762920990651414,0.2962195422938354,False,False
EORC,MTNS,0.03594220549536684,0.006989905659767126,18.580982365149605,0.009114719851951862,0.2850308122117016,-0.5103743626250433,0.2962195422938354,False,False
ACIX,MTNS,0.03602781108451092,-0.11540039597400624,17.726765976598237,0.009147042359662223,0.17583227434234458,-0.6601244867887255,0.2962195422938354,False,False
AENO,MTNS,0.03625485286717787,0.016195260365405844,18.04441352021381,0.009206704242640026,0.27517966003938205,-0.216736824790785,0.2962195422938354,False,False
RCRI,FARS,0.0362892917587503,0.5799880934289661,15.359553701699081,0.00922535219748572,0.13118073573298672,-0.3394658558432024,0.2962195422938354,False,False
DUCT,MTNS,0.03669155927129941,0.06751773262684961,18.48226194748685,0.00933678563209759,0.305579524698685,-0.3159712974902304,0.2962195422938354,False,False
ALGO,MTNS,0.03670799033915764,0.05008184392167629,19.137338680050618,0.009335115867928408,0.47638390220230353,-0.09959278660891406,0.2962195422938354,False,False
BENI,ILVX,0.037128783269847254,-0.10187530622026612,21.036359919977006,0.009445799512720166,0.4436572198272673,-0.509160876079244,0.2964290209772259,False,False
SRNA,MTNS,0.03719893596576952,0.017324502474018587,18.31771535860542,0.009488113338136572,0.3812613680340786,-0.12308823145624076,0.2964290209772259,False,False
ALGO,EORC,0.03780753644127833,0.6943635957337139,14.970366148026939,0.009692020274500654,0.41954740327033935,-0.7835083321900174,0.2994075090846576,False,False
CTGI,BENI,0.03875138212751687,-0.040564163939895925,21.559321135814976,0.009929273283028657,0.1463625964529471,-0.3344790224339984,0.3017617203468348,False,False
HUXZ,BENI,0.0389308930850181,0.07577100707512349,21.82396611921784,0.009960662351688816,0.2920162215462413,0.9302296128424946,0.3017617203468348,False,False
CUBO,BENI,0.03910559203001632,-0.02900492044125988,22.550318808698027,0.010021249581255469,0.4635585228942626,0.2608935017321543,0.3017617203468348,False,False
ALUT,ULXY,0.039354996547176974,0.5425859909314925,14.522067697915203,0.010161241757509262,0.09209645520580509,-1.4401810766450847,0.3017617203468348,False,False
HRET,BENI,0.039461309414000126,-0.026366364241049434,25.813232358551282,0.010110397484829965,0.28705443379264817,-0.376306141448307,0.3017617203468348,False,False
ACAC,BENI,0.040607237642060916,0.08402563506469692,24.00668952120787,0.010364251315270065,0.33726400250860294,0.8436499908342461,0.3017617203468348,False,False
SPLZ,SRTX,0.04063783142987602,2.0901564270079067,18.641994079127812,0.01032178648042706,0.17301736760579506,-0.5067403791300231,0.3017617203468348,False,False
AMRP,MTNS,0.040748810282625995,0.19319499340009683,16.5499216480741,0.010586650251155514,0.2861584064479876,-0.8361190496274787,0.3017617203468348,False,False
ANSO,NAYO,0.04094427361167397,-0.1286721998399761,14.11987076762131,0.010664745591337113,0.07724476042469018,-1.951945566393082,0.3017617203468348,False,False
BENI,HTRK,0.04099314180008852,-0.3663792080612722,23.83130532788027,0.010477810973641399,0.35444841434174906,-0.43907088261706234,0.3017617203468348,False,False
HRET,HTRK,0.04106760706946039,0.09531964137103727,15.604657347973562,0.010674636205526453,0.15010120360893126,-0.2587797529117506,0.3017617203468348,False,False
DIHO,NAYO,0.041082385599977296,0.987872434766923,14.528214991727468,0.010698651232136798,0.1076982909133451,-1.4908157508447102,0.3017617203468348,False,False
EORC,NAYO,0.04141554770331018,0.13594948763030015,14.640963685125758,0.010801835257646044,0.12666279256976462,-1.3536304739489389,0.3017617203468348,False,False
RTTH,FCSG,0.04151735464204621,-0.4848296457669948,17.4559425835846,0.010825420828044285,0.17988406965197687,-0.7382698301504579,0.3017617203468348,False,False
NAYO,NGTE,0.041654951200817976,0.0908354874262621,14.60695041787924,0.01087695686531965,0.17119282301663274,-1.4077000954990133,0.3017617203468348,False,False
AGVF,BENI,0.042629201314146076,0.05170849025144161,21.33437927464726,0.01110612999038558,0.20354718407714836,0.5339980051303765,0.30707475522901834,False,False
HRND,BENI,0.04287671158285163,0.03380453389415238,26.786065242331464,0.011146648210808928,0.10236318400274368,-0.08125357849549901,0.3071225127423361,False,False
ALGO,BENI,0.04327529842858117,0.026770281125295697,28.043545672913112,0.01125986033990717,0.5260925187764959,-0.12071720250484376,0.3082458407622402,False,False
AETS,BENI,0.043909901582874125,-0.003403610275436675,27.0815944284023,0.0114682555326505,0.19361421248475727,-0.3429407085790874,0.30986402821178943,False,False
