a,b,kendall_tau,lower_TD,upper_TD,asymmetry
ALGO,HRND,0.21544615665579606,0.2605210420841683,0.20040080160320645,0.06012024048096187
ALGO,AETS,0.27758640120783235,0.22044088176352705,0.1803607214428858,0.04008016032064124
ALGO,ULXY,0.26440347850409057,0.12024048096192384,0.24048096192384774,-0.1202404809619239
ALGO,BLBT,0.36834840420724313,0.3206412825651302,0.2605210420841684,0.06012024048096182
ALGO,BENI,0.362311788780338,0.34068136272545085,0.34068136272545096,-1.1102230246251565e-16
ALGO,ITPA,0.3483041638672908,0.3607214428857715,0.2204408817635271,0.1402805611222444
ALGO,HTRK,0.3190245914125327,0.3006012024048096,0.42084168336673355,-0.12024048096192397
ALGO,NGTE,0.33261434700752923,0.2605210420841683,0.28056112224448904,-0.020040080160320717
ALGO,ILVX,0.40684268350121083,0.3206412825651302,0.4408817635270542,-0.12024048096192402
ALGO,FCSG,0.27356246908419696,0.280561122244489,0.28056112224448904,-5.551115123125783e-17
ALGO,FARS,0.23400590749979217,0.1402805611222445,0.24048096192384774,-0.10020040080160325
ALGO,MHRM,0.26181411437410973,0.3206412825651302,0.3006012024048097,0.020040080160320495
ALGO,EAFC,0.30847240735169007,0.34068136272545085,0.20040080160320645,0.1402805611222444
AENO,LSST,0.15502553309770148,0.1402805611222445,0.28056112224448904,-0.14028056112224455
AENO,SRNA,0.2137367103685282,0.22044088176352705,0.2204408817635271,-5.551115123125783e-17
AENO,ELLT,0.13648984716420792,0.22044088176352705,0.12024048096192387,0.10020040080160318
AENO,AMRP,0.16961580114087144,0.280561122244489,0.16032064128256515,0.12024048096192383
AENO,OTCS,0.08029264649242353,0.08016032064128255,0.12024048096192387,-0.04008016032064132
AENO,HETT,0.14953782511280905,0.22044088176352705,0.16032064128256515,0.0601202404809619
AENO,HUXZ,0.19036466507311808,0.24048096192384769,0.16032064128256515,0.08016032064128253
AENO,DUCT,0.1862539564985686,0.18036072144288576,0.3006012024048097,-0.12024048096192394
AENO,SMAH,0.17019581331337372,0.2004008016032064,0.10020040080160322,0.10020040080160317
AENO,NPCK,0.18982257467638014,0.22044088176352705,0.16032064128256515,0.0601202404809619
AENO,MSDP,0.07096919642281736,0.1603206412825651,0.1803607214428858,-0.020040080160320717
AENO,EORC,0.18799270823385328,0.2605210420841683,0.16032064128256515,0.10020040080160317
AENO,CUBO,0.24594570667439292,0.24048096192384769,0.28056112224448904,-0.04008016032064135
AENO,HRET,0.15029315777522986,0.1603206412825651,0.16032064128256515,-5.551115123125783e-17
AENO,ANSO,0.16113351200392753,0.2004008016032064,0.16032064128256515,0.04008016032064124
AENO,DIHO,0.08860067007340525,0.1603206412825651,0.16032064128256515,-5.551115123125783e-17
AENO,RTTH,0.05128349584147824,0.1603206412825651,0.1803607214428858,-0.020040080160320717
AENO,SPLZ,0.09019645717137084,0.1002004008016032,0.16032064128256515,-0.060120240480961956
AENO,NWIG,0.17661829683463312,0.18036072144288576,0.2204408817635271,-0.04008016032064135
AENO,MMBT,0.08543190799269221,0.1402805611222445,0.08016032064128258,0.060120240480961915
AENO,MDGI,0.14054615254605596,0.18036072144288576,0.12024048096192387,0.06012024048096189
AENO,AGVF,0.1516205100964982,0.2004008016032064,0.20040080160320645,-5.551115123125783e-17
AENO,RRES,0.08909636012307823,0.18036072144288576,0.08016032064128258,0.10020040080160318
AENO,CTGI,0.07548430193720775,0.12024048096192384,0.16032064128256515,-0.04008016032064131
AENO,ALUT,0.061772612448004346,0.1402805611222445,0.12024048096192387,0.02004008016032062
AENO,ACAC,0.2304287289438314,0.280561122244489,0.20040080160320645,0.08016032064128253
AENO,SRTX,0.26146268440495446,0.24048096192384769,0.24048096192384774,-5.551115123125783e-17
AENO,GARI,0.13855242297507614,0.18036072144288576,0.28056112224448904,-0.10020040080160328
AENO,RCRI,0.08198726770810698,0.1002004008016032,0.1803607214428858,-0.08016032064128262
AENO,ACIX,0.11327634584641855,0.18036072144288576,0.1803607214428858,-5.551115123125783e-17
AENO,CCNS,0.10001408559132581,0.1002004008016032,0.14028056112224452,-0.04008016032064132
AENO,MTNS,0.17350499329197702,0.24048096192384769,0.20040080160320645,0.04008016032064124
AENO,IHOZ,0.20143902262356037,0.2605210420841683,0.1803607214428858,0.0801603206412825
AENO,NAYO,0.03255506997931606,0.1002004008016032,0.14028056112224452,-0.04008016032064132
AENO,FWWG,0.16773980664871121,0.1603206412825651,0.2605210420841684,-0.10020040080160328
AENO,EELT,0.033464654066049364,0.08016032064128255,0.16032064128256515,-0.0801603206412826
AENO,HRND,0.0769199813896518,0.1402805611222445,0.04008016032064129,0.1002004008016032
AENO,AETS,0.11499627763672465,0.1402805611222445,0.1803607214428858,-0.04008016032064132
AENO,ULXY,0.16950366596647107,0.12024048096192384,0.16032064128256515,-0.04008016032064131
AENO,BLBT,0.168075140091489,0.1603206412825651,0.1803607214428858,-0.020040080160320717
AENO,BENI,0.1881490225339563,0.24048096192384769,0.2204408817635271,0.020040080160320578
AENO,ITPA,0.1280426958113583,0.2004008016032064,0.1803607214428858,0.020040080160320578
AENO,HTRK,0.19306925548444315,0.08016032064128255,0.20040080160320645,-0.1202404809619239
AENO,NGTE,0.16273576364009573,0.18036072144288576,0.12024048096192387,0.06012024048096189
AENO,ILVX,0.22733821055766149,0.2605210420841683,0.2204408817635271,0.04008016032064121
AENO,FCSG,0.10529492720380518,0.18036072144288576,0.2204408817635271,-0.04008016032064135
AENO,FARS,0.08738797831870225,0.1603206412825651,0.12024048096192387,0.040080160320641225
AENO,MHRM,0.08704226189735756,0.1402805611222445,0.16032064128256515,-0.02004008016032066
AENO,EAFC,0.11703394887380211,0.22044088176352705,0.14028056112224452,0.08016032064128253
LSST,SRNA,0.20247805844003602,0.22044088176352705,0.3006012024048097,-0.08016032064128265
LSST,ELLT,0.09356903996437947,0.12024048096192384,0.2204408817635271,-0.10020040080160326
LSST,AMRP,0.1365125358262643,0.1402805611222445,0.1803607214428858,-0.04008016032064132
LSST,OTCS,0.12046360024242071,0.18036072144288576,0.2204408817635271,-0.04008016032064135
LSST,HETT,0.1972732174970733,0.2004008016032064,0.2204408817635271,-0.020040080160320717
LSST,HUXZ,0.17480814966680908,0.18036072144288576,0.24048096192384774,-0.060120240480961984
LSST,DUCT,0.18756692580074988,0.2004008016032064,0.3006012024048097,-0.1002004008016033
LSST,SMAH,0.13957287898350842,0.18036072144288576,0.1803607214428858,-5.551115123125783e-17
LSST,NPCK,0.18682049257194025,0.2004008016032064,0.28056112224448904,-0.08016032064128265
LSST,MSDP,0.1253737838071676,0.1002004008016032,0.14028056112224452,-0.04008016032064132
LSST,EORC,0.1404518346269604,0.1603206412825651,0.16032064128256515,-5.551115123125783e-17
LSST,CUBO,0.16133536686099698,0.24048096192384769,0.24048096192384774,-5.551115123125783e-17
LSST,HRET,0.09690945674044266,0.12024048096192384,0.16032064128256515,-0.04008016032064131
LSST,ANSO,0.11755284687078331,0.18036072144288576,0.14028056112224452,0.04008016032064124
LSST,DIHO,0.1278978563198409,0.18036072144288576,0.14028056112224452,0.04008016032064124
LSST,RTTH,0.07389134808853118,0.24048096192384769,0.12024048096192387,0.12024048096192382
LSST,SPLZ,0.0715168148222498,0.1402805611222445,0.12024048096192387,0.02004008016032062
LSST,NWIG,0.08577832684847381,0.2004008016032064,0.12024048096192387,0.08016032064128252
LSST,MMBT,0.056997758560789216,0.1002004008016032,0.12024048096192387,-0.020040080160320675
LSST,MDGI,0.08349262176074941,0.1002004008016032,0.12024048096192387,-0.020040080160320675
LSST,AGVF,0.0844423161281842,0.1002004008016032,0.12024048096192387,-0.020040080160320675
LSST,RRES,0.06264135151970475,0.18036072144288576,0.10020040080160322,0.08016032064128253
LSST,CTGI,0.05714262719310978,0.1402805611222445,0.16032064128256515,-0.02004008016032066
LSST,ALUT,0.037683457373272236,0.2004008016032064,0.12024048096192387,0.08016032064128252
LSST,ACAC,0.21501724339311562,0.12024048096192384,0.16032064128256515,-0.04008016032064131
LSST,SRTX,0.1749852113285342,0.22044088176352705,0.14028056112224452,0.08016032064128253
LSST,GARI,0.1372732870114563,0.22044088176352705,0.3006012024048097,-0.08016032064128265
LSST,RCRI,0.10729936700542811,0.22044088176352705,0.20040080160320645,0.020040080160320606
LSST,ACIX,0.09916650300366833,0.1402805611222445,0.1803607214428858,-0.04008016032064132
LSST,CCNS,0.06864828333157208,0.08016032064128255,0.12024048096192387,-0.04008016032064132
LSST,MTNS,0.13098246974282135,0.24048096192384769,0.16032064128256515,0.08016032064128253
LSST,IHOZ,0.20185029436664692,0.22044088176352705,0.3006012024048097,-0.08016032064128265
LSST,NAYO,0.035975710359605735,0.18036072144288576,0.12024048096192387,0.06012024048096189
LSST,FWWG,0.11211673669578862,0.1603206412825651,0.1803607214428858,-0.020040080160320717
LSST,EELT,0.03796378269617706,0.12024048096192384,0.16032064128256515,-0.04008016032064131
LSST,HRND,0.08808367310830657,0.1603206412825651,0.12024048096192387,0.040080160320641225
LSST,AETS,0.0792856165772339,0.1603206412825651,0.16032064128256515,-5.551115123125783e-17
LSST,ULXY,0.10990700238719818,0.1402805611222445,0.08016032064128258,0.060120240480961915
LSST,BLBT,0.12056580617744743,0.12024048096192384,0.14028056112224452,-0.020040080160320675
LSST,BENI,0.2199387447131649,0.280561122244489,0.2204408817635271,0.06012024048096187
LSST,ITPA,0.13610074890405832,0.2004008016032064,0.2204408817635271,-0.020040080160320717
LSST,HTRK,0.16237300825243575,0.2004008016032064,0.28056112224448904,-0.08016032064128265
LSST,NGTE,0.1371348088531187,0.22044088176352705,0.16032064128256515,0.0601202404809619
LSST,ILVX,0.23061476613962925,0.2004008016032064,0.24048096192384774,-0.04008016032064135
LSST,FCSG,0.07908217673232348,0.12024048096192384,0.14028056112224452,-0.020040080160320675
LSST,FARS,0.06885311871227363,0.12024048096192384,0.16032064128256515,-0.04008016032064131
LSST,MHRM,0.11242132089338082,0.12024048096192384,0.1803607214428858,-0.06012024048096197
LSST,EAFC,0.09347622254019301,0.1002004008016032,0.08016032064128258,0.02004008016032062
SRNA,ELLT,0.10370137866093632,0.18036072144288576,0.1803607214428858,-5.551115123125783e-17
SRNA,AMRP,0.14345791209712883,0.1002004008016032,0.10020040080160322,-2.7755575615628914e-17
SRNA,OTCS,0.16388521129498074,0.2605210420841683,0.20040080160320645,0.06012024048096187
SRNA,HETT,0.19340118070294948,0.2605210420841683,0.20040080160320645,0.06012024048096187
SRNA,HUXZ,0.1926664574128176,0.2004008016032064,0.1803607214428858,0.020040080160320578
SRNA,DUCT,0.2374383727942938,0.12024048096192384,0.2605210420841684,-0.14028056112224452
SRNA,SMAH,0.17149962575753916,0.22044088176352705,0.24048096192384774,-0.02004008016032069
SRNA,NPCK,0.17921202488955842,0.2605210420841683,0.14028056112224452,0.1202404809619238
SRNA,MSDP,0.16759097637739373,0.2004008016032064,0.20040080160320645,-5.551115123125783e-17
SRNA,EORC,0.1514050358461875,0.1402805611222445,0.14028056112224452,-2.7755575615628914e-17
SRNA,CUBO,0.22893175910053035,0.24048096192384769,0.20040080160320645,0.04008016032064124
SRNA,HRET,0.2421559671811672,0.2004008016032064,0.2204408817635271,-0.020040080160320717
SRNA,ANSO,0.1672984523263394,0.2004008016032064,0.08016032064128258,0.12024048096192382
SRNA,DIHO,0.14325049728451608,0.2004008016032064,0.2204408817635271,-0.020040080160320717
SRNA,RTTH,0.06718685236733526,0.1402805611222445,0.12024048096192387,0.02004008016032062
SRNA,SPLZ,0.12649395175893957,0.2004008016032064,0.12024048096192387,0.08016032064128252
SRNA,NWIG,0.13578160336737732,0.1402805611222445,0.1803607214428858,-0.04008016032064132
SRNA,MMBT,0.05653878037198895,0.12024048096192384,0.16032064128256515,-0.04008016032064131
SRNA,MDGI,0.10363699286122445,0.2004008016032064,0.08016032064128258,0.12024048096192382
SRNA,AGVF,0.13244963823228784,0.1402805611222445,0.2204408817635271,-0.08016032064128262
SRNA,RRES,0.09035191858551726,0.2004008016032064,0.10020040080160322,0.10020040080160317
SRNA,CTGI,0.09690867679133366,0.12024048096192384,0.1803607214428858,-0.06012024048096197
SRNA,ALUT,0.06619931431724245,0.2004008016032064,0.08016032064128258,0.12024048096192382
SRNA,ACAC,0.18566450169415133,0.2004008016032064,0.2605210420841684,-0.060120240480961984
SRNA,SRTX,0.18209108981014238,0.2004008016032064,0.12024048096192387,0.08016032064128252
SRNA,GARI,0.15785237710195577,0.280561122244489,0.2204408817635271,0.06012024048096187
SRNA,RCRI,0.12781386065303296,0.1002004008016032,0.10020040080160322,-2.7755575615628914e-17
SRNA,ACIX,0.17330725519926365,0.18036072144288576,0.1803607214428858,-5.551115123125783e-17
SRNA,CCNS,0.13731211171640256,0.12024048096192384,0.1803607214428858,-0.06012024048096197
SRNA,MTNS,0.25534757873421227,0.2004008016032064,0.16032064128256515,0.04008016032064124
SRNA,IHOZ,0.20911702923920125,0.2004008016032064,0.28056112224448904,-0.08016032064128265
SRNA,NAYO,0.09045400037021833,0.1603206412825651,0.08016032064128258,0.08016032064128252
SRNA,FWWG,0.18139014550367089,0.1603206412825651,0.24048096192384774,-0.08016032064128265
SRNA,EELT,0.07766568343852245,0.1402805611222445,0.14028056112224452,-2.7755575615628914e-17
SRNA,HRND,0.07891602150523551,0.1402805611222445,0.20040080160320645,-0.060120240480961956
SRNA,AETS,0.11926195702834447,0.06012024048096192,0.08016032064128258,-0.020040080160320654
SRNA,ULXY,0.1753466772903236,0.2004008016032064,0.1803607214428858,0.020040080160320578
SRNA,BLBT,0.15732245191631158,0.1603206412825651,0.20040080160320645,-0.04008016032064135
SRNA,BENI,0.2983352981701516,0.3206412825651302,0.28056112224448904,0.040080160320641156
SRNA,ITPA,0.15656996770143522,0.2605210420841683,0.1803607214428858,0.0801603206412825
SRNA,HTRK,0.19727166359731443,0.22044088176352705,0.20040080160320645,0.020040080160320606
SRNA,NGTE,0.18235741506218048,0.1402805611222445,0.20040080160320645,-0.060120240480961956
SRNA,ILVX,0.26221921755156896,0.22044088176352705,0.2605210420841684,-0.04008016032064132
SRNA,FCSG,0.09497710279997747,0.12024048096192384,0.14028056112224452,-0.020040080160320675
SRNA,FARS,0.1520154848483743,0.1603206412825651,0.2204408817635271,-0.06012024048096201
SRNA,MHRM,0.09554204260418293,0.24048096192384769,0.10020040080160322,0.14028056112224446
SRNA,EAFC,0.12723950881960921,0.22044088176352705,0.14028056112224452,0.08016032064128253
ELLT,AMRP,0.1626296326208811,0.24048096192384769,0.14028056112224452,0.10020040080160317
ELLT,OTCS,0.13022604453161715,0.12024048096192384,0.10020040080160322,0.02004008016032062
ELLT,HETT,0.10523986012783053,0.1402805611222445,0.16032064128256515,-0.02004008016032066
ELLT,HUXZ,0.09661894069263025,0.1402805611222445,0.14028056112224452,-2.7755575615628914e-17
ELLT,DUCT,0.1530380235579957,0.08016032064128255,0.14028056112224452,-0.06012024048096197
ELLT,SMAH,0.09650626554313445,0.1402805611222445,0.1803607214428858,-0.04008016032064132
ELLT,NPCK,0.0681957262854072,0.1603206412825651,0.10020040080160322,0.06012024048096187
ELLT,MSDP,0.15361768330832137,0.12024048096192384,0.10020040080160322,0.02004008016032062
ELLT,EORC,0.11686163727868608,0.1603206412825651,0.1803607214428858,-0.020040080160320717
ELLT,CUBO,0.13600695366636886,0.1402805611222445,0.1803607214428858,-0.04008016032064132
ELLT,HRET,0.034881147359850394,0.08016032064128255,0.10020040080160322,-0.020040080160320675
ELLT,ANSO,0.07234549420125391,0.1402805611222445,0.04008016032064129,0.1002004008016032
ELLT,DIHO,0.1108534871640815,0.1603206412825651,0.16032064128256515,-5.551115123125783e-17
ELLT,RTTH,0.07256308827789829,0.12024048096192384,0.12024048096192387,-2.7755575615628914e-17
ELLT,SPLZ,0.11736726464978146,0.2004008016032064,0.10020040080160322,0.10020040080160317
ELLT,NWIG,0.0937859655053078,0.18036072144288576,0.14028056112224452,0.04008016032064124
ELLT,MMBT,0.06341196449123146,0.18036072144288576,0.08016032064128258,0.10020040080160318
ELLT,MDGI,0.10890053198767011,0.12024048096192384,0.16032064128256515,-0.04008016032064131
ELLT,AGVF,0.1616646948515505,0.2605210420841683,0.12024048096192387,0.14028056112224446
ELLT,RRES,0.12797038174859474,0.22044088176352705,0.14028056112224452,0.08016032064128253
ELLT,CTGI,0.16015162855832143,0.12024048096192384,0.14028056112224452,-0.020040080160320675
ELLT,ALUT,0.14315953845116003,0.18036072144288576,0.2204408817635271,-0.04008016032064135
ELLT,ACAC,0.1516205100964982,0.18036072144288576,0.14028056112224452,0.04008016032064124
ELLT,SRTX,0.10867518168867855,0.1603206412825651,0.14028056112224452,0.020040080160320578
ELLT,GARI,0.1919452068273361,0.22044088176352705,0.16032064128256515,0.0601202404809619
ELLT,RCRI,0.12486821031621474,0.1603206412825651,0.12024048096192387,0.040080160320641225
ELLT,ACIX,0.16186129742241387,0.12024048096192384,0.2204408817635271,-0.10020040080160326
ELLT,CCNS,0.12894138509359723,0.12024048096192384,0.24048096192384774,-0.1202404809619239
ELLT,MTNS,0.11098009127434494,0.12024048096192384,0.08016032064128258,0.04008016032064127
ELLT,IHOZ,0.10843373493975901,0.12024048096192384,0.14028056112224452,-0.020040080160320675
ELLT,NAYO,0.10991460833313212,0.2004008016032064,0.16032064128256515,0.04008016032064124
ELLT,FWWG,0.17083044940832473,0.1402805611222445,0.1803607214428858,-0.04008016032064132
ELLT,EELT,0.07426931883634043,0.18036072144288576,0.14028056112224452,0.04008016032064124
ELLT,HRND,0.09927885010373076,0.24048096192384769,0.14028056112224452,0.10020040080160317
ELLT,AETS,0.13141511906861983,0.18036072144288576,0.2605210420841684,-0.08016032064128262
ELLT,ULXY,0.04810424060973352,0.040080160320641274,0.08016032064128258,-0.0400801603206413
ELLT,BLBT,0.19962494371925496,0.3006012024048096,0.24048096192384774,0.060120240480961845
ELLT,BENI,0.13085022724038248,0.1402805611222445,0.16032064128256515,-0.02004008016032066
ELLT,ITPA,0.19891010600329886,0.2605210420841683,0.2204408817635271,0.04008016032064121
ELLT,HTRK,0.13732696856198945,0.2004008016032064,0.12024048096192387,0.08016032064128252
ELLT,NGTE,0.12073995678183562,0.08016032064128255,0.20040080160320645,-0.1202404809619239
ELLT,ILVX,0.1442483360294887,0.22044088176352705,0.16032064128256515,0.0601202404809619
ELLT,FCSG,0.1586385622650924,0.2004008016032064,0.2605210420841684,-0.060120240480961984
ELLT,FARS,0.11246634822486141,0.1402805611222445,0.1803607214428858,-0.04008016032064132
ELLT,MHRM,0.11159181791612403,0.2004008016032064,0.20040080160320645,-5.551115123125783e-17
ELLT,EAFC,0.15650403244969963,0.1603206412825651,0.1803607214428858,-0.020040080160320717
AMRP,OTCS,0.11198486799742434,0.12024048096192384,0.16032064128256515,-0.04008016032064131
AMRP,HETT,0.11323685656684633,0.1603206412825651,0.12024048096192387,0.040080160320641225
AMRP,HUXZ,0.13851608321317252,0.22044088176352705,0.12024048096192387,0.10020040080160318
AMRP,DUCT,0.13674202517907647,0.18036072144288576,0.16032064128256515,0.020040080160320606
AMRP,SMAH,0.13473325002838513,0.1603206412825651,0.14028056112224452,0.020040080160320578
AMRP,NPCK,0.1381686772376108,0.2004008016032064,0.12024048096192387,0.08016032064128252
AMRP,MSDP,0.08303852102040614,0.1002004008016032,0.10020040080160322,-2.7755575615628914e-17
AMRP,EORC,0.12925372660508816,0.24048096192384769,0.1803607214428858,0.06012024048096187
AMRP,CUBO,0.16280670140825412,0.1603206412825651,0.14028056112224452,0.020040080160320578
AMRP,HRET,0.09409634198130157,0.1402805611222445,0.10020040080160322,0.04008016032064127
AMRP,ANSO,0.1435383979095711,0.24048096192384769,0.12024048096192387,0.12024048096192382
AMRP,DIHO,0.11619640850041736,0.12024048096192384,0.20040080160320645,-0.0801603206412826
AMRP,RTTH,0.08896132648356224,0.2004008016032064,0.08016032064128258,0.12024048096192382
AMRP,SPLZ,0.09545617355655003,0.280561122244489,0.12024048096192387,0.16032064128256512
AMRP,NWIG,0.08687638595020244,0.1603206412825651,0.16032064128256515,-5.551115123125783e-17
AMRP,MMBT,0.012555786740996463,0.1603206412825651,0.04008016032064129,0.1202404809619238
AMRP,MDGI,0.11602834721679807,0.12024048096192384,0.2204408817635271,-0.10020040080160326
AMRP,AGVF,0.1164307762790095,0.1402805611222445,0.16032064128256515,-0.02004008016032066
AMRP,RRES,0.055721897594187074,0.1002004008016032,0.08016032064128258,0.02004008016032062
AMRP,CTGI,0.11340450973117959,0.1402805611222445,0.10020040080160322,0.04008016032064127
AMRP,ALUT,0.06534101198937335,0.1603206412825651,0.14028056112224452,0.020040080160320578
AMRP,ACAC,0.16021505824761256,0.1402805611222445,0.1803607214428858,-0.04008016032064132
AMRP,SRTX,0.1289704658575175,0.1603206412825651,0.20040080160320645,-0.04008016032064135
AMRP,GARI,0.1346710291213549,0.18036072144288576,0.20040080160320645,-0.02004008016032069
AMRP,RCRI,0.06099214866876359,0.12024048096192384,0.10020040080160322,0.02004008016032062
AMRP,ACIX,0.10437050513288713,0.18036072144288576,0.20040080160320645,-0.02004008016032069
AMRP,CCNS,0.06259809881329532,0.1603206412825651,0.16032064128256515,-5.551115123125783e-17
AMRP,MTNS,0.18057199001562077,0.280561122244489,0.20040080160320645,0.08016032064128253
AMRP,IHOZ,0.15002555439241927,0.12024048096192384,0.12024048096192387,-2.7755575615628914e-17
AMRP,NAYO,0.055776668022503514,0.1002004008016032,0.12024048096192387,-0.020040080160320675
AMRP,FWWG,0.0880389245060071,0.18036072144288576,0.1803607214428858,-5.551115123125783e-17
AMRP,EELT,0.03215421146311691,0.1402805611222445,0.16032064128256515,-0.02004008016032066
AMRP,HRND,0.08694427340591414,0.1402805611222445,0.060120240480961935,0.08016032064128256
AMRP,AETS,0.11774601183090606,0.24048096192384769,0.08016032064128258,0.16032064128256512
AMRP,ULXY,0.08214382017859609,0.12024048096192384,0.10020040080160322,0.02004008016032062
AMRP,BLBT,0.14180332819740987,0.1603206412825651,0.10020040080160322,0.06012024048096187
AMRP,BENI,0.16944063386748906,0.18036072144288576,0.14028056112224452,0.04008016032064124
AMRP,ITPA,0.14338325643222044,0.22044088176352705,0.1803607214428858,0.04008016032064124
AMRP,HTRK,0.12138412248365277,0.12024048096192384,0.16032064128256515,-0.04008016032064131
AMRP,NGTE,0.16671093417660587,0.2605210420841683,0.12024048096192387,0.14028056112224446
AMRP,ILVX,0.16008628094770488,0.1603206412825651,0.16032064128256515,-5.551115123125783e-17
AMRP,FCSG,0.11113480982030714,0.24048096192384769,0.1803607214428858,0.06012024048096187
AMRP,FARS,0.06779347262924498,0.1603206412825651,0.12024048096192387,0.040080160320641225
AMRP,MHRM,0.0540516610776487,0.08016032064128255,0.14028056112224452,-0.06012024048096197
AMRP,EAFC,0.16142884164312293,0.22044088176352705,0.16032064128256515,0.0601202404809619
OTCS,HETT,0.12252503145334434,0.1603206412825651,0.14028056112224452,0.020040080160320578
OTCS,HUXZ,0.10455107036252824,0.1002004008016032,0.16032064128256515,-0.060120240480961956
OTCS,DUCT,0.18485331999627755,0.2004008016032064,0.28056112224448904,-0.08016032064128265
OTCS,SMAH,0.0943776636698234,0.2004008016032064,0.24048096192384774,-0.04008016032064135
OTCS,NPCK,0.1245788434666583,0.1603206412825651,0.16032064128256515,-5.551115123125783e-17
OTCS,MSDP,0.09590160328006192,0.08016032064128255,0.10020040080160322,-0.020040080160320675
OTCS,EORC,0.1032886900506318,0.1402805611222445,0.1803607214428858,-0.04008016032064132
OTCS,CUBO,0.13452398691603518,0.12024048096192384,0.14028056112224452,-0.020040080160320675
OTCS,HRET,0.09617288429856918,0.1603206412825651,0.08016032064128258,0.08016032064128252
OTCS,ANSO,0.07559227504579408,0.1603206412825651,0.08016032064128258,0.08016032064128252
OTCS,DIHO,0.04466863042962275,0.1402805611222445,0.1803607214428858,-0.04008016032064132
OTCS,RTTH,0.005625980929341356,0.06012024048096192,0.14028056112224452,-0.08016032064128259
OTCS,SPLZ,0.0738698786595292,0.08016032064128255,0.10020040080160322,-0.020040080160320675
OTCS,NWIG,0.07058605751188396,0.18036072144288576,0.12024048096192387,0.06012024048096189
OTCS,MMBT,0.013682588115188452,0.08016032064128255,0.10020040080160322,-0.020040080160320675
OTCS,MDGI,0.06414719251650115,0.1002004008016032,0.12024048096192387,-0.020040080160320675
